Input,INTENT
We need to cancel her appointment,cncl appt
Cancel my volume came on thank you,cncl appt
I need to cancel the problems been,cncl appt
I want to cancel the got the TV working,cncl appt
Want to cancel appointment,cncl appt
Cancel can you cancel please,cncl appt
Wish to cancel service,cncl appt
Cancel long wire,cncl appt
Internet is working cancel,cncl appt
That's correct it has been canceled,cncl appt
Cancel what,cncl appt
I have to cancel it,cncl appt
Can cancel the appointment,cncl appt
I'd like to cancel my service came back on,cncl appt
Hello geek cancel my appointment,cncl appt
I want to cancel my gas hello,cncl appt
Cancel appointment is working,cncl appt
No longer need it I need it to be canceled,cncl appt
Well I don't need him to come because it straightened itself out,cncl appt
I would like to cancel my appointment canceled I want to cancel it,cncl appt
Hey just cancel cancel appointment cancel appointment,cncl appt
I don't need any help it's okay,cncl appt
You can cancel my appointment,cncl appt
Cancel appointment TV is working,cncl appt
Cancel it for today,cncl appt
No I don't need I don't need it fixed the problem,cncl appt
Like to cancel my appointment,cncl appt
I don't need it connected at all I need,cncl appt
I need to cancel that appointment if I can,cncl appt
I would like to cancel add,cncl appt
Can you send me a text confirming that cancellation,cncl appt
We got an email saying it was canceled,cncl appt
I want to cancel my appointment I don't need a serviceman here,cncl appt
Need to cancel that order,cncl appt
I need to cancel the technician,cncl appt
Please cancel please cancel,cncl appt
I like to cancel an appointment to see if metalworking,cncl appt
I got a call saying it was canceled,cncl appt
I would need to cancel it because the problem is fixed,cncl appt
Cancel appointment don't need it,cncl appt
The phone is working I want to cancel,cncl appt
Cancel the appointment I figure it out myself,cncl appt
I want to cancel cancel appointment,cncl appt
I want to calculate I would like to cancel it,cncl appt
I do not need a repair man,cncl appt
No appointment been canceled,cncl appt
Cancel my whole thing not only the appointment I don't have Internet for two months,cncl appt
Cancel that TVs working,cncl appt
Calling to cancel order,cncl appt
Confirming appointment don't cancel,cncl appt
Yes I I don't I don't I have I've got everything fixed I don't need the bowling,cncl appt
You can cancel it please,cncl appt
I want I don't want to cancel I don't want to keep it but I want to speak to a person please,cncl appt
I'd like to speak to someone about that they canceled it but I don't have service yet,cncl appt
Yes cancel please,cncl appt
Cancel my buck,cncl appt
I don't want the appointment cancel the appointment,cncl appt
You cancel that appointment please,cncl appt
Canceling upcoming service,cncl appt
I have to cancel the appointment for tomorrow I don't know when I can make a new appointment,cncl appt
Cancel appointment baby,cncl appt
I need to cancel this appointment,cncl appt
I need to cancel that appointment the Internet is not working,cncl appt
I need to cancel my appointment please,cncl appt
I need to cancel I want to cancel that appointment,cncl appt
No I want to cancel it,cncl appt
Get automated order I need to find out when I'm able to because of your order,cncl appt
I have a problem service is been fixed so I'd like to cancel the appointment,cncl appt
Mark and I don't want blocking,cncl appt
Can I cancel it,cncl appt
I'm sorry ma'am I need to cancel it,cncl appt
You can cancel it because we fixed it,cncl appt
Cancel todays make a new one,cncl appt
You can cancel Araceli Bragdon,cncl appt
I don't need it anymore,cncl appt
I need to I suppose I need to cancel the phone is working,cncl appt
I need to cancel my TV is working now,cncl appt
Cancel service is been repaired,cncl appt
I want to cancel the appointment for today,cncl appt
I like to cancel it for tomorrow cancel it cancel it,cncl appt
You need to cancel because it's been taken care,cncl appt
I don't need him I don't need him the TV started working all of a sudden it's working fine now,cncl appt
I want to cancel that because much it is working fine now,cncl appt
I need to cancel the appointment the TV is working now,cncl appt
Ready to cancel after work,cncl appt
Customer service I want to cancel that appointment,cncl appt
I need to cancel the appointment the Internet is now working,cncl appt
Your appointment was canceled this morning early,cncl appt
I'm canceling come on now,cncl appt
I need to cancel the appointment please,cncl appt
Service is being replaced restored I don't need a tech to come out,cncl appt
Hello I want to cancel the appointment,cncl appt
I need to cancel it please,cncl appt
I need to cancel that because the phone is working fine now,cncl appt
Thank you cancel,cncl appt
Cancel ticket,cncl appt
Should I call the number that called me this morning and let them know I want to cancel,cncl appt
I want to cancel cancel,cncl appt
No dialtone I don't need him to come except I need to see if my modem is working,cncl appt
Cancel my appointment appointment,cncl appt
I don't need your help thank you,cncl appt
My Internet seems fine like to cancel the appointment,cncl appt
I need to cancel my appointment cancel,cncl appt
Cancel work order,cncl appt
I'm calling to cancel a break take a message during the night,cncl appt
I need to cancel it I'm sick,cncl appt
I need to cancel that appointment problem has been shit,cncl appt
I need to cancel the appointment the Wi-Fi is not working,cncl appt
Yes you can cancel my appointment,cncl appt
I cannot make that appointment,cncl appt
No thank you very much so it's canceled and very good thank you there's nothing else left to do,cncl appt
Yes TV is okay right now can someone cancel the appointment,cncl appt
Yeah I don't want I don't want to speak to you I don't want it I kept telling him cancel it,cncl appt
It was canceled because it was canceled,cncl appt
I want to cancel cable TV on the fourteenth and just keep Internet,cncl appt
I want to take caliphate come TV just popped down I want to cancel the appointment,cncl appt
I am canceling appointment,cncl appt
Don't need any help,cncl appt
I need to cancel your appointment,cncl appt
Cancel card buck,cncl appt
I don't need anymore it's okay the television is okay now,cncl appt
I need to I need to cancel it,cncl appt
I need to cancel my TV is working,cncl appt
Need to cancel my cancel my appointment,cncl appt
I want to I want to cancel,cncl appt
Cancel my phone,cncl appt
Can I cancel it I figured out the problem,cncl appt
Well I want to cancel,cncl appt
Yeah I want to cancel I wanna cancel that,cncl appt
Please cancel the appointment my service is back on,cncl appt
I want to cancel on the account can I talk to somebody please,cncl appt
I wanna cancel it I want to cancel the appointment,cncl appt
I don't need it I don't need help,cncl appt
I want to cancel the whole account,cncl appt
I'd like to cancel employers,cncl appt
I wanted to cancel an appointment,cncl appt
Okay I want to cancel that,cncl appt
I need to speak to a rep to cancel,cncl appt
I want to cancel this order did this guy for me today because I don't need it,cncl appt
No I want to cancel my appointment,cncl appt
Yes I would like to cancel my appointment,cncl appt
I don't know it put me through a rapport I wanna cancel spectrum altogether,cncl appt
I was calling about new services that I might be canceling right now,cncl appt
I want to cancel an appointment on phone,cncl appt
I'll call them and tell them to cancel it,cncl appt
This is policy-based canceled,cncl appt
Call me help I want to cancel,cncl appt
I want to cancel Waitsburg house Gardenstate,cncl appt
Can't cancel cancel,cncl appt
I want to cancel this service but still have the box delivered for self installation,cncl appt
To cancel a phone in the box,cncl appt
I would like to cancel it I got all my services back after they rebooted,cncl appt
Someone canceled your appointment and we need it,cncl appt
The problem has been resolved and I'm canceling the appointment,cncl appt
I have to cancel,cncl appt
I may need to cancel it can I have somebody work check check a line,cncl appt
I wish to cancel my technician,cncl appt
Ready to cancel an appointment,cncl appt
I want to cancel the appointment myTV coming on,cncl appt
I need to cancel that my wife cancel that appointment this morning because our Internet is working now,cncl appt
It's okay I don't need any help,cncl appt
I don't need a appointment TV is working now,cncl appt
Can you help me I need glisten in the phone and I wanna cancel,cncl appt
Thank you I have to cancel conflicting appointment,cncl appt
Okay I need I need to cancel that appointment,cncl appt
Ask me if you could cancel my appointment today,cncl appt
Like to cancel it please,cncl appt
No Peza been canceled,cncl appt
Darmody here and he fixed it I want to cancel a new one coming up,cncl appt
Hi I wanna cancel it I don't want the I don't want him to come to my house I want to cancel it,cncl appt
I don't need help thank you bye,cncl appt
Okay I need to cancel I need to cancel the appointment,cncl appt
I don't need,cncl appt
I would like to cancel appointment TV working fine now,cncl appt
I like to cancel the appointment cancel,cncl appt
Cancel appointment Internet is back on,cncl appt
I need to cancel that appointment the problems been fixed,cncl appt
I do not know what I want to cancel this that's all I want to do,cncl appt
I need to cancel my account,cncl appt
Cancel call,cncl appt
Wish to cancel I wish to cancel that appointment,cncl appt
No I just want my appointment canceled,cncl appt
I want to cancel it my Internet is working now,cncl appt
Yes I need to cancel the appointment,cncl appt
I want to cancel the appointment everything is okay now,cncl appt
I need to just cancel it please,cncl appt
I want to cancel it cancellation,cncl appt
Speak to a customer I want to cancel,cncl appt
I don't need it back,cncl appt
I need to cancel it because my cable just came back on,cncl appt
No I just wanna make sure that it's cancel,cncl appt
I don't want you to change my appointment or cancel it,cncl appt
Delete it,cncl appt
Cancel Pacoima,cncl appt
Hello I need to technicians calling to cancel it,cncl appt
I won't need the technician today okay,cncl appt
Can you can cancel to the eighteenth next week,cncl appt
Cancel no longer want service,cncl appt
I need to cancel one of the phones are working this morning,cncl appt
This system is now working cancel,cncl appt
Cancel trouble call,cncl appt
Cancel tropical,cncl appt
Cancel appointment for eleven eleven,cncl appt
Cancel phone,cncl appt
Please cancel back,cncl appt
Cancel appointment today,cncl appt
Please cancel my resolve the problem,cncl appt
Cancel date appointment,cncl appt
I wanna cancel it did Calamos came back in,cncl appt
I need a call when they are in route,cncl appt
You can cancel services been restored,cncl appt
Cancel I wanna cancel,cncl appt
Need to cancel speak to a representative,cncl appt
Cancel the appointment cancel cancel the appointment,cncl appt
I would like you to cancel that appointment for Internet chamberlain,cncl appt
You cancel my appointment,cncl appt
I want to cancel it I'm not feeling well I'm sick today,cncl appt
No I I want to cancel I don't need a technician my television was fixed last night,cncl appt
We can cancel that appointment,cncl appt
No cancel appointment,cncl appt
Must cancel appointment no electricity,cncl appt
I want to have it canceled everything is alright now cancel of cancel it,cncl appt
I would like to cancel Internet came on,cncl appt
May I cancel and I cancel the appointment,cncl appt
Cancel cancel it please,cncl appt
Cancel appointment I want to cancel my appointment,cncl appt
Supposed to be today between five and six so I called and they had a cancellation they moved it up between four and five,cncl appt
I fixed the problem myself I don't need the appointment,cncl appt
I need to cancel my TV is working fine now,cncl appt
Can't cancel,cncl appt
Yes I need to cancel an appointment,cncl appt
I'd like to cancel the appointment for tomorrow,cncl appt
I want to cancel the appointment and keep my cable,cncl appt
What's cancel it,cncl appt
You can't I need a live person,cncl appt
No cancel that appointment,cncl appt
I need to cancel the appointment martinis okay,cncl appt
No ma'am that's it thank you you do you have a confirmation number again this is been canceled,cncl appt
Call me I was a cancel,cncl appt
I need to cancel the appointment the TV came on,cncl appt
I want to cancel it is working now,cncl appt
Well I think I can cancel it my TV seems to be working okay after Zack help me,cncl appt
I wish to cancel my appointment,cncl appt
Wanna cancel the appointment,cncl appt
Technician or something I can tell you what I had canceled,cncl appt
That is been canceled that's been canceled that,cncl appt
Need to cancel appointment since she's right,cncl appt
Cancel the appointment cancel the appointment,cncl appt
I want that canceled,cncl appt
Cancel it because my TV's okay,cncl appt
I'm going to cancel,cncl appt
I don't need appointment I do not need appointment can you connect me with dispatch,cncl appt
Please cancel it my son makes the problem already,cncl appt
Man you can cancel my appointment I fixed a phone,cncl appt
We canceled this appointment with a customer service worker please,cncl appt
Just want to cancel him please just want to have them cancel coming today,cncl appt
Oh geez I want my appointment was canceled,cncl appt
Cancel support today,cncl appt
Yes please cancel department,cncl appt
I don't need appointment ma'am I don't need an appointment we got it all hooked up,cncl appt
We have our TV and working I wanted to cancel that,cncl appt
No I got Hambright work tomorrow so ingenious I don't know I don't want to be there,cncl appt
We can cancel the appointment,cncl appt
I want to cancel the order,cncl appt
Oh let me cancel and call back later,cncl appt
Would like to cancel further notice,cncl appt
I do not want it confirmed,cncl appt
I need to cancel the service call because it came back home,cncl appt
I would like to cancel I've got this TV working,cncl appt
Fucking cancel it,cncl appt
Yes cancel,cncl appt
I need to cancel that because it be back on,cncl appt
I want to cancel change the time,cncl appt
See if someone cancels,cncl appt
I need to change I need to cancel appointment I want to cancel it,cncl appt
I don't need him back we got the TV going,cncl appt
Is there a cancellation colder confirmation code for the cancellation,cncl appt
I want to cancel Mam,cncl appt
I think I want to cancel,cncl appt
I don't want billing,cncl appt
Oh I need to cancel my appointment make it another day,cncl appt
I need to cancel today,cncl appt
I want to cancel I wanna cancel that appointment,cncl appt
No I want to cancel this something,cncl appt
No let's cancel the appointment,cncl appt
I'd like to cancel it because it's TV is working now,cncl appt
We don't give me give me a give me know so I don't need the technician here,cncl appt
Okay cancel cancel my appointment,cncl appt
I want to cancel this order,cncl appt
Cancel talk to a representative talk to a representative,cncl appt
The appointment she said needs to be canceled,cncl appt
I want to cancel it my TV seems to be okay now,cncl appt
Correct a problem cancel appointment,cncl appt
Cancel dinner Internet is working you can cancel the appointment,cncl appt
That appointment was canceled earlier this morning,cncl appt
Cancel install,cncl appt
This system isn't working it's okay I don't need them to come out,cncl appt
I wanna cancel my services,cncl appt
No I want to councilmember I don't have an account want to cancel appointment can I cancel it or not,cncl appt
I'd like to cancel service,cncl appt
Received a text that appointment was canceled,cncl appt
I have to cancel the appointment I'm very sorry but I has to cancel it,cncl appt
I'd like to cancel the order,cncl appt
I need to I need to cancel that appointment,cncl appt
Cancel cancel it,cncl appt
Need disappointment I don't need this appointment anymore,cncl appt
I shipped to cancel,cncl appt
TV isn't working again I don't need an appointment,cncl appt
Yes I need to cancel my appointment there will not be anybody home,cncl appt
I need to cancel that appointment my services,cncl appt
I need to cancel date,cncl appt
That's all just make sure their appointment is canceled,cncl appt
I need to cancel appointment in the hospital,cncl appt
Need to cancel no power,cncl appt
I need to be canceled,cncl appt
I want to cancel my appointment I don't need it,cncl appt
I need to cancel have no power,cncl appt
No I'll call another day another appointment right now I'm canceling thank you,cncl appt
I like to cancel that service for another date,cncl appt
No I do not want my appointment,cncl appt
Delete the appointment postponement,cncl appt
Cancel service cancel,cncl appt
That is so I need I need that appointment canceled,cncl appt
Cancel cancel I need to cancel,cncl appt
I gotta cancel that appointment what long appointment is supposed to be Thursday not Tuesday,cncl appt
Cancel I wish to cancel,cncl appt
Could you cancel that appointment please,cncl appt
Cancel appointment cancel,cncl appt
I need to cancel for later today between two and three p.m.,cncl appt
Cancel euro morning,cncl appt
Cancel it for me please make an appointment Wednesday,cncl appt
Cancel because zero it's okay no,cncl appt
I don't need anybody to come now because my Internet is working,cncl appt
Cancel way,cncl appt
Cancel hello cancel,cncl appt
I want to cancel the appointment the TV is fixed,cncl appt
Okay but I want to cancel because my TV's working now,cncl appt
I was needing to cancel my son come over here and done something to the boat sign up for,cncl appt
I wish to cancel speak to a representative,cncl appt
Everything is okay I do not need a technician,cncl appt
I need to cancel my Zelle your way now,cncl appt
I don't need a truck I'm canceling the appointment that's the reason for my call,cncl appt
Cancel the appointment my TV is working fine,cncl appt
Are you like the cancel,cncl appt
The appointment needs to be canceled,cncl appt
No thank you and appointment is canceled,cncl appt
Cancel account and cancel appointment,cncl appt
I don't want TV anymore,cncl appt
I don't need one,cncl appt
No cancel please,cncl appt
Just cancel,cncl appt
Please cancel this order,cncl appt
Casimi can I cancel a meeting 4 and 5 o'clock tomorrow because the office is closed,cncl appt
I would like to cancel it because I fix it myself,cncl appt
Problem with six I need to cancel the appointment,cncl appt
Let me talk to a representative there about Camp Hill I like to cancel,cncl appt
I want to cancel an appointment my Internet is working okay just getting back up,cncl appt
I want to cancel my plan,cncl appt
I don't need anything else thank you,cncl appt
I I I think my Internet is working now so I need to cancel that appointment,cncl appt
I want to go ahead and cancel it,cncl appt
I need to cancel it apparently my loss of Internet was for the whole city,cncl appt
The time I don't need another time representative,cncl appt
Yes I need to cancel it because I no longer need a technician to fix the problem,cncl appt
I want to cancel I want to cancel appointment,cncl appt
No longer need it,cncl appt
Cancel appointment cancel service,cncl appt
Yes cancel services,cncl appt
No that's all the problem is been taken care of please cancel the,cncl appt
What I be able to cancel that appointment,cncl appt
I am going to cancel the appointment,cncl appt
I need to cancel the appointment Amsec,cncl appt
I I canceled once I want to confirm I wanna know that it's confirmed,cncl appt
Okay I want to cancel that my TV is working now,cncl appt
Well I need to cancel that,cncl appt
I want to cancel the appointment cancel appointment,cncl appt
Could I cancel that please,cncl appt
You need to cancel the appointment because you fix my phone through the inner office of spectrum,cncl appt
I need to cancel that run,cncl appt
Okay I just need to cancel that because I got my TV working,cncl appt
I need to cancel I need to cancel the appointment,cncl appt
I don't want that I want to cancel,cncl appt
Cancel I wanna today,cncl appt
Cancel my service appointment,cncl appt
He's minoring it's working again so I don't need the appointment,cncl appt
Canceling my appointment,cncl appt
No I like to cancel cancel,cncl appt
Where where I will be able to keep that appointment because I got to go out of town,cncl appt
Cancel because my phone's working now,cncl appt
I need to cancel the Internet is working,cncl appt
I don't need to be connected with anyone,cncl appt
I need to cancel some of the center,cncl appt
Tell them cancel it on hold on second,cncl appt
I'd like to cancel the appointment my TV came back,cncl appt
I'm calling to see if there's been a cancellation for today,cncl appt
I need to cancel it my TV is working,cncl appt
I need to cancel I need to cancel my name is Steve yesterday,cncl appt
I want to cancel the appointment I don't need,cncl appt
We do not need the appointment the problem has been resolved,cncl appt
Hi April to take my to cancel the none,cncl appt
Cancel the appointment for tomorrow,cncl appt
You can cancel it I got my box,cncl appt
I don't need the service,cncl appt
I need to cancel Beas,cncl appt
I I wanna I wanna cancel it I wanna talk to somebody to cancel it,cncl appt
I need to cancel that appointment the television is working,cncl appt
Hi I need to cancel,cncl appt
Cancel appointment speak with agent,cncl appt
Well I found a problem and so I need to cancel the appointment,cncl appt
Legal aid cancel it my one dollar to my cable going,cncl appt
I want to cancel it because we get things fixed to cancel my appointment please,cncl appt
Yeah I don't want it,cncl appt
No cancel the appointment,cncl appt
I want to cancel the appointment we found the problem,cncl appt
Well I like I like to cancel that appointment man,cncl appt
Call for cancellation,cncl appt
Um my my TV is working okay now so I don't need anybody to come,cncl appt
I'd like to cancel that,cncl appt
Nothing else I'm canceling for the 2 to 3 appointment for today January,cncl appt
One two cancel for today,cncl appt
I got a call they said it was canceled and I'm not gonna be home,cncl appt
I like to cancel back my Wi-Fi box my modem is working now,cncl appt
This order was canceled,cncl appt
They don't want me,cncl appt
I need to cancel that appointment everything seems to be okay right now with my TV,cncl appt
I can't I need to cancel that appointment,cncl appt
No send nobody cancel it,cncl appt
I would like to cancel 6 to 8,cncl appt
I would like to I would like to cancel,cncl appt
Just cancel an appointment,cncl appt
I just told you I had to cancel it,cncl appt
Thank you I don't need any help,cncl appt
I have to cancel it after experiencing severe pain,cncl appt
I want to cancel I need to cancel,cncl appt
I think I've solved my problem I'd like to cancel the appointment,cncl appt
I want to cancel the appointment because my phone just started working,cncl appt
Trying to cancel appointment,cncl appt
Want to cancel it want to cancel an appointment,cncl appt
No just cancel it,cncl appt
Yes cancel the appointment,cncl appt
I want to cancel that appointment on the ninth of January,cncl appt
I want to cancel work period,cncl appt
No problem yes we saw him electronically till cancel,cncl appt
I want to cancel the appointment for tomorrow,cncl appt
I like to cancel F-1 unplug the TV and came back on,cncl appt
I wish to cancel the appointment it is no longer needed,cncl appt
Okay I don't need to port me my TV is working fine I need to cancel the appointment,cncl appt
Okay all right but I just want to cancel it today I don't think you need it,cncl appt
I'm calling to cancel an appointment,cncl appt
Cancel it TV went on,cncl appt
My TV is working now I don't need him,cncl appt
No just cancel that appointment,cncl appt
Calling to cancel that calling to cancel the appointment,cncl appt
Was canceled,cncl appt
This appointment was canceled,cncl appt
I need to double check if my appointments been canceled or not,cncl appt
Yes I like to cancel this appointment,cncl appt
Yes I received a text saying that it was canceled,cncl appt
I need to cancel with the TV is working now,cncl appt
Cancel appointment council,cncl appt
Can I cancel that appointment and it's gave you know for another day,cncl appt
Cancel my router subscription,cncl appt
Cancel cancel that appointment,cncl appt
I don't need council,cncl appt
Online we can cancel it,cncl appt
I need to cancel my appointment for today at one o'clock to two o'clock,cncl appt
What's to cancel,cncl appt
I don't need somebody to come out my TV is working now I'm sorry Devcon see all this trouble,cncl appt
No I need I need to cancel the appointment,cncl appt
Already canceled your minutes ago T V's messing up again so I want I want the appointment at ten o'clock,cncl appt
Don't need it anymore,cncl appt
Oh you like to cancel,cncl appt
When will you don't need it right now we don't need it,cncl appt
I want to cancel it for now I got my P TV back,cncl appt
I need to cancel a math computer is back up,cncl appt
Listen I need to cancel that appointment because my cable is doing good,cncl appt
I want the phone I want to cancel that,cncl appt
I need to call in the morning this morning,cncl appt
I'm calling to cancel appointment,cncl appt
They don't need to come,cncl appt
I like to cancel my order,cncl appt
You can't I need to know who called,cncl appt
I'd like to cancel it today I am sick,cncl appt
Yes I'd like to cancel,cncl appt
Nothing cancel nothing no help needed,cncl appt
I called and canceled this appointment,cncl appt
I want you to cancel appointment,cncl appt
So can we cancel tomorrow,cncl appt
I think I should cancel because my issue seems to be resolved,cncl appt
But I need to can't I need to cancel that,cncl appt
I need to cancel it for today and make another day,cncl appt
I need to cancel the appointment for today,cncl appt
I want to cancel please,cncl appt
You can cancel the appointment,cncl appt
I wanna cancel my appointment is working now,cncl appt
Cancel 3 to 8 star course,cncl appt
I would like to cancel back appointment,cncl appt
TV is working fine to cancel appointment,cncl appt
Yeah I'd like to cancel the appointment and make another one,cncl appt
I want to cancel I wanna cancel it,cncl appt
Wish to cancel it,cncl appt
Tuesday January ninth no we're canceling,cncl appt
I need I don't need that appointment go ahead and cancel it,cncl appt
I don't want another time,cncl appt
Oh I need to cancel it,cncl appt
I need to cancel it because the TV is working now,cncl appt
I'd like to cancel the whole order,cncl appt
Yes yes cancel department,cncl appt
I need to cancel the appointment is not necessary,cncl appt
I want to cancel your appointment everything came back on the thing,cncl appt
Can you please cancel appointment,cncl appt
Cancel services,cncl appt
I need to cancel my appointment for today,cncl appt
Ma'am I just wanted to know that if they working now so I can cancel that appointment for tomorrow,cncl appt
Cancel please text,cncl appt
Help me cancel an appointment,cncl appt
Yes I want to cancel,cncl appt
Just cancel the appointment,cncl appt
No longer needed appointment,cncl appt
I want to cancel because I'm not home,cncl appt
I have appointment today no I just got some because my phone doesn't cancel my appointment today,cncl appt
Cancel your point oh,cncl appt
Yeah I need to cancel the appointment the problem is been fixed,cncl appt
I would like to cancel the appointment we we've taken care of the problem,cncl appt
Hey like to cancel,cncl appt
I'd like to cancel with the TVs working,cncl appt
My service has been restored I need to cancel appointment,cncl appt
Service is already back on I don't need the appointment,cncl appt
I need a call when they are you,cncl appt
I'd like to cancel work,cncl appt
Cancel spectrum,cncl appt
My Internet is working cancel the appointment,cncl appt
Cancel my subscription,cncl appt
I want to cancel it my computer is working I don't know why,cncl appt
I would like to cancel it and I will call back,cncl appt
To cancel working,cncl appt
I need to cancel my account today going to change until today,cncl appt
Well they just canceled it a few minutes ago but you say it's still on for five to six p.m.,cncl appt
Cancel tomorrow,cncl appt
Can you cancel the TV and the box came back on,cncl appt
I just want to know if there is canceled,cncl appt
I want to cancel I want to cancel that please,cncl appt
I want to cancel because I never asked for it,cncl appt
I like to cancel that appointment I have some other businesses that need to be 10 to 2,cncl appt
Cancel equipment,cncl appt
That's good I don't need any other help,cncl appt
Cancel an appointment I want to cancel the appointment,cncl appt
Cancel it please cancel it,cncl appt
Like to cancel ppointment,cncl appt
Voice to cancel the appointment,cncl appt
I just want to cancel H,cncl appt
Oh one I haven't had any problems with the television so forth so I wanted to cancel it cancel my point,cncl appt
Tech technician said they weren't they canceled,cncl appt
Cancel appointment TV working,cncl appt
I want to cancel I want to cancel the appointment my service came back I want to cancel,cncl appt
I don't need a technician to cancel the technician visit,cncl appt
No she canceled it she doesn't give you any,cncl appt
My appointment might need to be canceled I need to talk to,cncl appt
I'd like to cancel lunch,cncl appt
I need to cancel what I got my D V going,cncl appt
Cancel my bitch,cncl appt
Oh go ahead and cancel the appointment for Sunday,cncl appt
I have two cancel,cncl appt
I want to cancel and make another one,cncl appt
Cancel my appointment please,cncl appt
I want to cancel cancel customer service rep just want to cancel appointment,cncl appt
I wanna cancel to cancel the appointment,cncl appt
I don't understand what spectrum is going to cancel it,cncl appt
I wanna cancel it I got the TV drawing,cncl appt
Want to cancel you know I don't know,cncl appt
Thank you just cancel it,cncl appt
No that's what I wanted to cancel it,cncl appt
Cancel problems on give me a representative,cncl appt
I'm just calling to let you know I want to cancel my appointment I can't get the channels man,cncl appt
Cancel service has been restored,cncl appt
Hi cancelled,cncl appt
I need to cancel seems like the phone's working alright,cncl appt
Cancel the account,cncl appt
I don't want this is normal,cncl appt
Can you cancel appointment,cncl appt
I need to speak to someone to cancel it,cncl appt
Need to cancel my appointment,cncl appt
My TV is working cancel the appointment,cncl appt
Need to cancel an talk to a representative,cncl appt
Well ski cancel it for now,cncl appt
I want to cancel I got it working,cncl appt
Hi my my appointment was canceled,cncl appt
Don't cancel it do not cancel it,cncl appt
Hmmm I like to cancel that's I don't need anymore,cncl appt
I have I need to cancel,cncl appt
No no no I don't need an appointment that problem has corrected itself,cncl appt
I like to cancel it a problem with call,cncl appt
Cancel appointment got Internet to work,cncl appt
I thought he had the appointment and I need to make a damage claim,cncl appt
Cancel it because my my Internet started working,cncl appt
Cancel cancel it cancel it,cncl appt
Yes I need to cancel it,cncl appt
I need to cancel a check,cncl appt
I was gonna cancel but there's nothing I can do is gonna be there in 7 and 9's,cncl appt
I like to wish to cancel the appointment,cncl appt
I need to cancel an appointment I will be available,cncl appt
Hi half to cancel this visit,cncl appt
I need to cancel everything is working,cncl appt
I need to cancel that my TV is working now,cncl appt
I just got a call saying they were gonna cancel it because I didn't answer my phone,cncl appt
Was my appointment canceled,cncl appt
To cancel but I wanna talk I wanna reach the schedule,cncl appt
I may have to cancel tomorrow,cncl appt
They said I could cancel it but I still don't have service,cncl appt
I want to cancel lease,cncl appt
How do I cancel,cncl appt
I don't need any additional Falko see the technician tomorrow,cncl appt
I don't need I don't need the software's not working,cncl appt
I don't know I want to cancel my appointment,cncl appt
I was told if the problem corrected itself go ahead and cancel it so I'm canceling it,cncl appt
You can cancel the appointment not needed,cncl appt
I want I want to cancel the appointment,cncl appt
The TV is working fine I don't know that they need to come today,cncl appt
Cancel it I won't be here,cncl appt
No did you cancel my appointment,cncl appt
I need I need to cancel that,cncl appt
I don't need a appointment I found a problem,cncl appt
You can cancel TV came back on,cncl appt
We'd like to cancel,cncl appt
I want you to cancel the appointment,cncl appt
I like to have it on I just cancel it please call him back tell him I need him,cncl appt
I need I need to cancel the appointment,cncl appt
I need to talk to cancel,cncl appt
No we had to cancel today,cncl appt
Days employee I don't need it now my television is working,cncl appt
I like to cancel it and put it on for weeks,cncl appt
I would like to cancel the appointment because the problem has been fixed,cncl appt
I wish to cancel the appointment this system came back online,cncl appt
Please cancel the order,cncl appt
I just had to cancel for a reason but now I am able to have him call me today,cncl appt
No I don't want that,cncl appt
List DVD cable is working don't need the appointment now,cncl appt
It's working now I think probably should cancel,cncl appt
Cancel it it's working again my Internet's working,cncl appt
No sorry for the last-minute cancellation,cncl appt
I got a call that my appointment was canceled,cncl appt
Don't need help,cncl appt
My Internet is working so I may wish to cancel but I want to speak to someone before I cancel representative,cncl appt
Um one five seems to be working fine everything seems good I don't think the technician needs to come out,cncl appt
I don't need any help largish commerce,cncl appt
I want to cancel this appointment and Internet is up and running,cncl appt
I'd like to cancel that everything is good,cncl appt
I want to cancel the TV is working,cncl appt
I need to cancel that appointment for today,cncl appt
I don't know my security code wish to cancel the appointment,cncl appt
No are you sure it's canceled,cncl appt
I need to cancel today I've been ill I don't think the guy should be here,cncl appt
I was wanted to cancel,cncl appt
Cancel I need to cancel,cncl appt
Mission is working now I don't need can you can you disregard him I do not need him anymore I do not need it,cncl appt
I don't want to Palmi,cncl appt
I don't need help that's all thank you,cncl appt
To cancel one of the technician already called me and I told them to cancel it,cncl appt
I want to cancel the appointment for Saturday,cncl appt
I want to cancel or disconnect this appointment,cncl appt
I don't have one cancel appointment,cncl appt
Cancel next,cncl appt
I need to cancel it we have it operating right now,cncl appt
I think I resolved my issue so I don't need the appointment they can cancel,cncl appt
I just got a call saying the voicemail that the appointment was canceled because the power,cncl appt
I can cancel it,cncl appt
I need to cancel it my TV is fine,cncl appt
I need to cancel the TV come back on okay girl,cncl appt
Well my son came over and he got it programmed so I don't I can cancel that appointment that,cncl appt
No no it isn't canceled,cncl appt
I have an appointment between four and 5 to 6 for TV already got it fixed somebody came and help me,cncl appt
We canceled it canceled and I canceled it,cncl appt
Cancel Tuesday,cncl appt
Appointment was canceled,cncl appt
Cancel the appointment for today,cncl appt
I need to talk to cancel it this problem was solved,cncl appt
Cancel the appointment canceled the appointment,cncl appt
This was canceled yesterday,cncl appt
Cancel it for today and make it for tomorrow,cncl appt
Yes I need to cancel appointment,cncl appt
