Input,INTENT
Can you come sooner,rschdle appt
I might need to move the appointment time,rschdle appt
Earlier earlier available appointment,rschdle appt
I need to reschedule because I was told that the last hour is one two three hours and I have to work at nine thirty,rschdle appt
Is there anything any later than the day in the day that 8 to 9,rschdle appt
The technician arrive earlier,rschdle appt
I need that earlier tonight because I have a small business I need my Internet working right now,rschdle appt
I wanna change to Wednesday from nine to ten,rschdle appt
No early appointment between nine and twelve,rschdle appt
We we think we need to change that I spoke with Austen,rschdle appt
Reschedule again,rschdle appt
I need to speak with a person and reschedule,rschdle appt
I was just checking arrival,rschdle appt
Can I change that appointment date,rschdle appt
No I want to see if they can come sooner today,rschdle appt
Change telephone number for appointment,rschdle appt
I need somebody to come tonight my mother is ninety four I can't wait till Wednesday,rschdle appt
5 to 6 I want earlier than six,rschdle appt
Yes I need to reschedule it,rschdle appt
Yet been earlier one,rschdle appt
Trying to change my date,rschdle appt
It's too late I cannot take this appointment no,rschdle appt
I need to change my appointment today,rschdle appt
Moving appointment to Wednesday,rschdle appt
Is there an earlier appointment possible,rschdle appt
Yes appointment is to change,rschdle appt
No thank you for rescheduling my appointment book December nineteenth between five and six thank you,rschdle appt
Can you Cantaloop for four twenty 4 and 5 today 4 and 5 tomorrow,rschdle appt
I need an early appointment,rschdle appt
What is what I'd be able to change it to another day,rschdle appt
Why was appointment rescheduled,rschdle appt
Postponed appointment,rschdle appt
Need to push later in the day from ten o'clock on,rschdle appt
Can't make it earlier,rschdle appt
Hey margining earlier date if I paid more money,rschdle appt
I want to change the appointment day,rschdle appt
Can you move it up pick it earlier,rschdle appt
Show for an earlier appointment,rschdle appt
Two two reschedule,rschdle appt
No I just need the appointment today if possible,rschdle appt
I need to know if it can be hooked up without power to the house,rschdle appt
Can I get an appointment for today,rschdle appt
Can become sooner,rschdle appt
I need to postpone it I need to call you back later as far as rescheduling,rschdle appt
Is there is there it is there any chance of moving my appointment to tomorrow Tuesday,rschdle appt
The person I talked to was going to try and get this moved up to that too today,rschdle appt
Mister Jerry later that day he can't later 9 to 8 for me to be,rschdle appt
I need to have a change from the twenty first to the twenty,rschdle appt
I'd like to choose a different time,rschdle appt
Appointment needed sooner,rschdle appt
Change my problem,rschdle appt
Just help me to change the appointment and make it earlier,rschdle appt
Can you get somebody out here today please,rschdle appt
Yes I like to reschedule another appointment for my check message,rschdle appt
Hey there is a earlier,rschdle appt
Well you're doing thing about changing and I would like to change I can get it tomorrow,rschdle appt
State that it would come earlier,rschdle appt
You can't I was just checking,rschdle appt
Repairs earlier time,rschdle appt
When I move my appointment to today this afternoon do you have any times open,rschdle appt
How do I switch at a time,rschdle appt
Is there a way I can get here today,rschdle appt
I'd like to reschedule the appointment please,rschdle appt
Oh I need to rescheduling reschedule,rschdle appt
Can I change it from 6 to 7,rschdle appt
I'd like to move it up,rschdle appt
I need assistance I need the appointment to be earlier,rschdle appt
But it's not also I've got a problem I need to talk and change the time I need to change the time,rschdle appt
See if there's an earlier one available,rschdle appt
Is there earlier time,rschdle appt
You can't confirm that,rschdle appt
I would like you to reschedule it for tomorrow,rschdle appt
Reschedule change time,rschdle appt
Change my appointment time and it doesn't work for me,rschdle appt
Another bank 6 to 5 can you show you're not even listening oh you're laughing because I'm a girl,rschdle appt
Is there an earlier date you can get,rschdle appt
Do you have anybody earlier,rschdle appt
She is available today,rschdle appt
Can I get somebody here soon,rschdle appt
They can come early,rschdle appt
I need a earlier time,rschdle appt
I need to change the time on your appointment,rschdle appt
I'd like to change the timeframe of the appointment,rschdle appt
I want to change the dictation date,rschdle appt
Change it to Tuesday A-Train,rschdle appt
Need to move it to tomorrow,rschdle appt
I need to change the apartment number,rschdle appt
I need I need to I need to change it I have a doctors appointment,rschdle appt
Could they schedule it for an earlier time,rschdle appt
Can you come earlier in the day can they come earlier in the day,rschdle appt
I want to change my appointment to today,rschdle appt
Earliest,rschdle appt
Get another appointment,rschdle appt
Would like to reschedule would like to reschedule the appointments,rschdle appt
Oh regards to change it because Wednesday,rschdle appt
I had another appointment,rschdle appt
Need a new time,rschdle appt
I want to reschedule it for Wednesday,rschdle appt
I want to reschedule it for Wednesday evening,rschdle appt
Change appointment to earlier appointment,rschdle appt
Change appointment to January twenty twenty four,rschdle appt
Can I do it earlier,rschdle appt
Jenna I need to reschedule for another day,rschdle appt
Reschedule reschedule for afternoon,rschdle appt
I wanna change I wanna change it,rschdle appt
I'm calling to reschedule,rschdle appt
Reschedule appointment for December the,rschdle appt
Can you get here sooner,rschdle appt
Forgot to change the appointment time it was twelve o'clock,rschdle appt
Read reschedule my appointment,rschdle appt
Can I change it for earlier appointment,rschdle appt
I want the appointment sooner speak to an agent,rschdle appt
I don't have any I mean you can't come in at work,rschdle appt
Well we wanted to move it up a little,rschdle appt
I need to come my appointment,rschdle appt
Please change it I can't be here on the nineteenth I have to go to the hospital again I won't be here on the nineteenth how about the twentieth,rschdle appt
Reschedule later time,rschdle appt
Need to reschedule another appointment for Monday,rschdle appt
Would like to get something sooner,rschdle appt
Chancellor reschedule,rschdle appt
Leave it as is don't change it,rschdle appt
They told me would be today,rschdle appt
I need to make appointment,rschdle appt
I need an appointment sooner than Tuesday,rschdle appt
I would like to change the connection bait,rschdle appt
No I want to I want to change it to today at four o'clock,rschdle appt
Newbridge it any earlier,rschdle appt
Change back to Monday,rschdle appt
Excuse me can you make the hour between two and three,rschdle appt
I would like to change the hour to be between four and five,rschdle appt
Can you come elude Colombia please,rschdle appt
Change operator,rschdle appt
I need someone to come sooner,rschdle appt
Please just need to change my service address,rschdle appt
I need to change day,rschdle appt
Can we move the appointment to today,rschdle appt
I need it sooner I work from home and my kids are in school at home on the Internet,rschdle appt
Can I change the time from my,rschdle appt
Need to change it I want Zelle,rschdle appt
Is there any earlier,rschdle appt
I was talking to a statement to the gentleman but I don't know if the phone got hung up to soon or not,rschdle appt
I need to get the appointment earlier than Tuesday,rschdle appt
Unlock the move move to four o'clock that night,rschdle appt
I can't access because my Wi-Fi is down,rschdle appt
I need to change the phone number it's called twice I think,rschdle appt
I'm it if it was a little earlier I'd be better but I can wait till four between four and five,rschdle appt
I just checking,rschdle appt
Yes sooner the better,rschdle appt
To reschedule an appointment,rschdle appt
Is there anything available today,rschdle appt
You guys be having somebody come out as soon as possible,rschdle appt
Change it to Monday,rschdle appt
I'd like to get a sooner one,rschdle appt
I'm just checking on it,rschdle appt
I like to change my appointment technician,rschdle appt
I need to reschedule because the whole system whole neighborhood is out not working on the on my system,rschdle appt
1 to 2 can I reschedule to tomorrow,rschdle appt
I wanted to reschedule my appointment,rschdle appt
I would like to reschedule for another date,rschdle appt
Can I speak with a customer service,rschdle appt
I need to change the appointment till after one o'clock,rschdle appt
I need it soon,rschdle appt
I will not be home today,rschdle appt
Has to be it has to be earlier time because everybody GoldWorks on the afternoon,rschdle appt
Switching to Zubal boxes,rschdle appt
I would like to change the date and time,rschdle appt
No just make my appointment later,rschdle appt
Change 8 to 10 store,rschdle appt
No can you change my appointment Mikkelson he have no person in my house,rschdle appt
Change the day and time,rschdle appt
Yes I want to reschedule,rschdle appt
I need to push it in the day are in the afternoon on Monday,rschdle appt
Later time on Monday,rschdle appt
Can I change it to another day,rschdle appt
There is no need for month for this appointment,rschdle appt
What can you fix it by today,rschdle appt
Make it just can you make a just a little later,rschdle appt
Reschedule it please,rschdle appt
Yeah I had to reschedule that some other time,rschdle appt
I want to change the appointment to December eighteen,rschdle appt
Try to expedite,rschdle appt
Need to change date talk to someone,rschdle appt
I wanna change it to another day,rschdle appt
Base ten they would expedite it and somebody would come today and nobody's been there,rschdle appt
I need my cable on that's all I need,rschdle appt
First available time,rschdle appt
Please find my change date,rschdle appt
I can't I can't do it tomorrow,rschdle appt
You can't it's okay,rschdle appt
Hello change appointment,rschdle appt
You cannot you you have given me the information that I need thank you,rschdle appt
Change of schedule,rschdle appt
Technician there early not home,rschdle appt
Moving service,rschdle appt
I just wanted to know if they could get here earlier,rschdle appt
Change contact info,rschdle appt
Early childhood because my line,rschdle appt
Change date and time,rschdle appt
I want to change appointment time,rschdle appt
Just to reschedule,rschdle appt
Yes I need to change an appointment,rschdle appt
Schedule earlier time,rschdle appt
J just sooner than that,rschdle appt
Yes there is an earlier appointment available,rschdle appt
I need to push it back,rschdle appt
Can someone come out today,rschdle appt
I need earlier,rschdle appt
Channels won't change for,rschdle appt
Is there anyway we could make it sooner,rschdle appt
Yes I would need something with you call me today,rschdle appt
Can you get a sooner appointment,rschdle appt
Modify service,rschdle appt
4 and 1 expedited,rschdle appt
Want to see if I can change it,rschdle appt
Yes I need a new appointment,rschdle appt
New way I can get one today,rschdle appt
Yes see if I can move the service date to Saturday today,rschdle appt
Well that's going to call me for an earlier time schedule,rschdle appt
Do you have anything later in the day that same day,rschdle appt
Mom earlier more earlier possible,rschdle appt
Change it to after two,rschdle appt
Move appointment time,rschdle appt
Somebody called me and said he need to reschedule the appointment,rschdle appt
Change appointment to Tuesday December nineteen sixty seven p.m.,rschdle appt
Hi just wondering if you could get get here sooner,rschdle appt
May need today because I don't have any Internet yesterday and all day not today you know we need a technician support,rschdle appt
Can you please come at one instead of twelve,rschdle appt
Early appointment available,rschdle appt
Like to reschedule for today,rschdle appt
Change the date to tomorrow,rschdle appt
To change the appointment date,rschdle appt
Someone called me earlier today,rschdle appt
Hey Miguel earlier today,rschdle appt
You can't it's fine,rschdle appt
Change change appointment,rschdle appt
Make another appointment new appointment,rschdle appt
Is there any earlier appointment second-half,rschdle appt
I need one today,rschdle appt
Please reschedule,rschdle appt
I need to try to reboot the TV froze I need help,rschdle appt
Hey give me earlier,rschdle appt
I need to change the contact information,rschdle appt
Ma'am I need to I need before the end,rschdle appt
To reschedule my technician appointment on tomorrow between 3 to 4,rschdle appt
I want to reschedule a technician appointment,rschdle appt
I'm trying to see if I can get something sooner because I have dork,rschdle appt
I need a early appointment because the bedroom remote won't TV won't come on the box is not working,rschdle appt
I need to change the time to make it later in the day,rschdle appt
Reschedule date and time,rschdle appt
I need to change it to the following Saturday,rschdle appt
Change appointment tomorrow,rschdle appt
You can change back to volleyball,rschdle appt
Spectrum can't get service,rschdle appt
We need we got that six we need to make another appointment about something else please,rschdle appt
I received a call saying they have to change the appointment,rschdle appt
Appointment date doesn't work someone needs to come out today,rschdle appt
We need somebody sooner,rschdle appt
Need to change roles,rschdle appt
They need to come earlier they need to come tonight,rschdle appt
If I could move the appointment to earlier this day,rschdle appt
I will be delayed I want to seven o'clock,rschdle appt
Oh I can't remember the security code,rschdle appt
Hoping to remove it it's available if possible,rschdle appt
Possible change,rschdle appt
I need an earlier appointment I am on life alert,rschdle appt
I was hoping we could make it earlier,rschdle appt
I thought that there was gonna be a different time an earlier time,rschdle appt
I would like to schedule an earlier time,rschdle appt
Yes can I reschedule,rschdle appt
I wanna reschedule it,rschdle appt
You're not listening you're not listening today I want to change the time,rschdle appt
Can I get it sooner,rschdle appt
Can I get appointment today,rschdle appt
Can you can you text,rschdle appt
We need to change our appointment,rschdle appt
Mesa change it,rschdle appt
Yes I can't sign into my appointment but the appointment is fine I'm home,rschdle appt
Calling me today,rschdle appt
Calling to see if I can schedule an appointment here,rschdle appt
Can I make it a little later,rschdle appt
I have to change it please to Sunday December seventeenth at the same time,rschdle appt
Change it to later in the day,rschdle appt
I can't get my television to work,rschdle appt
I need to change it to later in the afternoon tomorrow,rschdle appt
I can't do it just connected,rschdle appt
My spectrum arrived early,rschdle appt
You can also my question euro check,rschdle appt
I'm just checking wild for me,rschdle appt
There's another appointment for tonight that I need to reschedule,rschdle appt
Yes I like to find out about what time you can be there,rschdle appt
You can get my phone doesn't work on my TV workcenter feels like that,rschdle appt
Can you change the time,rschdle appt
Main early earlier appointment,rschdle appt
Because I want to know if they can come early then then eight o'clock,rschdle appt
To reschedule my appointment,rschdle appt
Yes let's change the appointment,rschdle appt
