Input,INTENT
Oh that's not the appointment I got,cnfm appt
Why am I getting multiple phone calls regarding the appointment I want it,cnfm appt
Technician will be here at seventeen minutes that would be good,cnfm appt
That's okay I'll wait,cnfm appt
Tech,cnfm appt
Yes I just want to know what time he was coming,cnfm appt
The technician is not it,cnfm appt
I need to know my static IP address,cnfm appt
I just want to make sure that I'm just getting Internet in my house football,cnfm appt
Technician has wrong address,cnfm appt
I'm waiting,cnfm appt
Minutes technician visit,cnfm appt
I want to find out little bit about it because I called me don't call me,cnfm appt
Check on the time,cnfm appt
Verifying appointment,cnfm appt
That's fine I just need to know if the tech is coming,cnfm appt
Confirmation,cnfm appt
Change time of appointment,cnfm appt
Confirm it,cnfm appt
That's fine I just wanted to confirm that that's the time they are coming thank you,cnfm appt
The technician needs to know to go to apartment ten Chapo building,cnfm appt
Go back many times,cnfm appt
About the appointment please,cnfm appt
About a appointment,cnfm appt
What time is my appointment,cnfm appt
You guys just call,cnfm appt
I just wanted to know exactly what time it will be,cnfm appt
What time will you be out give me a time,cnfm appt
I just wanted to know the time,cnfm appt
Yes listen I'm going McGeady yesterday and I tried to get it on and it wouldn't come on,cnfm appt
I will not be here I have a doctors appointment in New York city,cnfm appt
Today because they were supposed to call me out here and something happen that didn't work,cnfm appt
I want to confirm the technician is still on route,cnfm appt
About my appointment time,cnfm appt
They were supposed to be there today,cnfm appt
I need to know what my plan will be,cnfm appt
Technician never showed up,cnfm appt
Um I was just confirming,cnfm appt
I just wanna make sure they're coming,cnfm appt
Verify,cnfm appt
Appointment is the wrong time,cnfm appt
I am returning your call I I'm fine with my appointment,cnfm appt
Wrong time appointment,cnfm appt
Appointment this okay I I register the technician,cnfm appt
I need to verify that the technician is going to the right location,cnfm appt
What address is the technician going to,cnfm appt
Looks like the technician is going to the wrong address,cnfm appt
Confirm appointment time please,cnfm appt
Nothing I just wanna make sure we were good to go,cnfm appt
That's fine I'll see him in seven minutes thank you very much have a wonderful day goodbye,cnfm appt
What was the date and time,cnfm appt
Just confirming,cnfm appt
Why is there a technician coming,cnfm appt
Need confirmation,cnfm appt
Someone cut my service one,cnfm appt
Confirm,cnfm appt
Adding adding work to the work order,cnfm appt
Adding cable to the work order,cnfm appt
Just double checking,cnfm appt
You called me,cnfm appt
Oh I was just confirming my appointment,cnfm appt
Just confirming,cnfm appt
I just want to confirm something with the agent,cnfm appt
I was just returning your phone call because they had called and I get to the phone on time,cnfm appt
Yes I wanna know where if he still coming,cnfm appt
Confirm,cnfm appt
That's all I wanted to know thank you very much,cnfm appt
Just called to confirm thank you,cnfm appt
Confirm the time,cnfm appt
I'm calling because my TV came back,cnfm appt
I wanna ask about the time,cnfm appt
I was supposed to be expedited appointment never received a call,cnfm appt
They have been calling but our Internet is down,cnfm appt
I wanted to check the call,cnfm appt
That time and date is unacceptable,cnfm appt
The service is supposed to be done today,cnfm appt
Body call me,cnfm appt
Thank you I'm confirming my appointment I'll be there,cnfm appt
That was all just needed to confirm,cnfm appt
Confirm with technician,cnfm appt
The technician showed up drunk,cnfm appt
Can the technician call me,cnfm appt
I need someone someone will be at the house at ten o'clock please let the technician know,cnfm appt
Someone will be there at ten o'clock if the technician can come closer to ten o'clock,cnfm appt
That's all I need to know nothing,cnfm appt
Please give me a call,cnfm appt
No I just wanted to know what time it was,cnfm appt
Appointment time,cnfm appt
I just want to know is back,cnfm appt
The appointment is at the wrong time,cnfm appt
That's the wrong appointment time,cnfm appt
The appointment is scheduled for the wrong time,cnfm appt
Confirm,cnfm appt
That's a wrong time for the appointment,cnfm appt
No I think we're all set I just didn't know what what he wanted,cnfm appt
No I'm fine thank you for confirming that bye,cnfm appt
No no wait for the technician between three and four thank you,cnfm appt
My TV went back on I just want to Jarron I don't have come out,cnfm appt
The lady that called me offered me to,cnfm appt
I don't know anything about an appointment,cnfm appt
I need to know they're bringing the appropriate box for me,cnfm appt
Reconnect me with a technician,cnfm appt
Connect me with a technician,cnfm appt
I'm just verifying verifying that's fine,cnfm appt
Listen we don't need nobody to TV's working so tell me know later it's working to someone please,cnfm appt
I'm calling,cnfm appt
Do you have one sooner,cnfm appt
Do you have one sooner,cnfm appt
Regarding the appointment time,cnfm appt
Just to confirm,cnfm appt
Confirm the appointment,cnfm appt
I'm calling about my appointment,cnfm appt
I don't know I'm gonna keep it I want to know because my sister calls,cnfm appt
I expect you tomorrow,cnfm appt
Okay that's fine I will keep the appointment that's fine thank you,cnfm appt
The time that you have given me is not a good time because I'm at work,cnfm appt
Tell me,cnfm appt
What is the technician coming to do,cnfm appt
Confirm,cnfm appt
Okay that's fine we still need to have that appointment,cnfm appt
Just confirm,cnfm appt
Technician support,cnfm appt
Technician not a right,cnfm appt
You can just make sure you show up,cnfm appt
Just make sure you show up I been waiting,cnfm appt
So I don't know I don't know my security code,cnfm appt
Technician,cnfm appt
Technician,cnfm appt
I just want to verify that I still have the appointment,cnfm appt
I just wanna make sure the appointment is still on,cnfm appt
Correct this correct that's my appointment is correct,cnfm appt
Just checking to make sure they're coming,cnfm appt
I just want to make sure it was confirmed and you just said it was confirmed,cnfm appt
It was supposed to be today,cnfm appt
My phone is looking to be a call make a call,cnfm appt
I wanted to know if I can let the person and,cnfm appt
I got a call from them,cnfm appt
I want you to confirm the fact that that man is gonna be here between six and seven o'clock,cnfm appt
Timing of appointment,cnfm appt
He was supposed to be here at five,cnfm appt
Confirm,cnfm appt
Technology confirmation,cnfm appt
Confirm,cnfm appt
I just wanted to confirm the appointment,cnfm appt
I just wanted to confirm the appointment,cnfm appt
I just wanted to confirm the appointment,cnfm appt
I want to keep the appointment,cnfm appt
Oh I just want to know what time is coming,cnfm appt
Would a technician come common commands at my apartment,cnfm appt
I was calling to see what they still coming,cnfm appt
Just want to confirm the appointment,cnfm appt
I just wanted to make sure they was coming,cnfm appt
Well you can tell me what they're planning on doing,cnfm appt
Tell me a signal,cnfm appt
Just wanna confirm it,cnfm appt
I would like a supervisor to call,cnfm appt
My technician is here but he laboratory,cnfm appt
Where is the technician it's almost five,cnfm appt
No I just wanted to confirm,cnfm appt
Your call left a message Lalas system is fixed actually is,cnfm appt
Is to make sure he's Thomas I'm waiting ace after five,cnfm appt
Do it today technician around the area,cnfm appt
There's a technician around the area available,cnfm appt
Just checking in,cnfm appt
Where is the technician,cnfm appt
Yes when will the technician come,cnfm appt
I'm waiting,cnfm appt
It's four p.m. and my tech person has not arrived,cnfm appt
Tell me their arrival time,cnfm appt
I'm calling about an appointment for today Sunday,cnfm appt
I don't I don't know if I had appointment on I'm calling about tomorrow,cnfm appt
I'm calling because I've been stranded by,cnfm appt
Going video appointment now,cnfm appt
Okay that's why I was just wanted to make sure they're still coming,cnfm appt
Wrong wrong appointment time,cnfm appt
It's four thirty now what time Omnicom,cnfm appt
Confirm appointment,cnfm appt
Yes I just want to know he put new cable for today,cnfm appt
Where is the technician,cnfm appt
No that's fine I didn't know that it was confirmed,cnfm appt
Tell me,cnfm appt
No one has come,cnfm appt
Technician did not show up,cnfm appt
Confirm the appointment please,cnfm appt
Can I get a confirmation number,cnfm appt
Can I get a confirmation number,cnfm appt
You have one open tomorrow,cnfm appt
Just a confirmed appointment,cnfm appt
Correct,cnfm appt
They called me,cnfm appt
Confirm it,cnfm appt
Driver,cnfm appt
I'm calling to see if my services have been restored,cnfm appt
I need to know where when they were coming up,cnfm appt
Already have thank you no more help with this,cnfm appt
How do I confirm it,cnfm appt
Verify that's all I want to make sure that the technician is coming,cnfm appt
Your technician is there I'm not home,cnfm appt
I want to keep the appointment,cnfm appt
I want to keep the appointment,cnfm appt
Oh well you guys were calling me,cnfm appt
Well Orden companies are supposed to come for more than two three,cnfm appt
L appointment martini started back working,cnfm appt
Technician,cnfm appt
Tech is not in the not here,cnfm appt
Just calling to verify the appointment,cnfm appt
Situation corrected,cnfm appt
So that appointment for a service I have a dialtone it's it it's working,cnfm appt
And so the appointment I have a dialtone,cnfm appt
No I am the appointment is right,cnfm appt
It was supposed to be between one and two,cnfm appt
Let the technician know the doors open you know I can come in,cnfm appt
Hello I have a doctors appointment at ten o'clock I won't be here I want it today or tomorrow,cnfm appt
Just needed to know that it was still confirmed and that he will be here,cnfm appt
I just wanted to confirm,cnfm appt
Technician,cnfm appt
Another day I'll call Marilyn at Sunday,cnfm appt
My service has not been restored,cnfm appt
I was just confirming it,cnfm appt
Where's the technician,cnfm appt
That's all I need to know,cnfm appt
You know if you still on time that's fine,cnfm appt
Check my appointment,cnfm appt
I'm just calling to confirm the appointment,cnfm appt
I'm just confirming it,cnfm appt
Somebody called me and did not leave a message I'm assuming it's the service tag,cnfm appt
The technician,cnfm appt
Expiration date,cnfm appt
Waiting for the technician,cnfm appt
I'm calling about my appointment today and no one showed up yet,cnfm appt
I wanna see if I can get an appointment for tomorrow morning,cnfm appt
I was just calling to confirm thank you,cnfm appt
I haven't got a phone call to verify the appointment I just returning the call,cnfm appt
I would like an appointment please,cnfm appt
I don't know I don't know my security code,cnfm appt
I'm just confirming,cnfm appt
Just confirming appointment thank you,cnfm appt
Just want to confirm,cnfm appt
Appointment time,cnfm appt
You called me,cnfm appt
Yo call me,cnfm appt
Hey technician tried to call me,cnfm appt
Call me,cnfm appt
It was supposed to be here today 11 to 12,cnfm appt
Technician,cnfm appt
Lease a appointment time and date,cnfm appt
Technician did not come,cnfm appt
The technician is not here yet,cnfm appt
Could you give me appointment date and time again,cnfm appt
They were supposed to come out today I need to know what time,cnfm appt
I just want to know if they'll be here,cnfm appt
She's got me set-up for an appointment tomorrow,cnfm appt
Tech,cnfm appt
The technician seems to have the wrong location,cnfm appt
Tech re-tech tech technician,cnfm appt
I just want to confirm that,cnfm appt
The technician I think you have the wrong address,cnfm appt
Supposed be here about eleven o'clock,cnfm appt
Supposed to supposed to be in between ten and eleven o'clock not know whether our,cnfm appt
One two confirms,cnfm appt
I want to discuss my appointments for today,cnfm appt
I want to know when the technician will arrive,cnfm appt
When will the technician,cnfm appt
Someone called here,cnfm appt
Confirm it,cnfm appt
Correct no thank you,cnfm appt
Just seeing what time the technician will get here,cnfm appt
What time is the technician getting here,cnfm appt
I would like to know if someone could come here earlier,cnfm appt
I'm waiting for a appointment,cnfm appt
I just want to know what time are you gonna be there,cnfm appt
I have an appointment,cnfm appt
Technician please technician,cnfm appt
