input,intent
I hope to cancel it,cncl appt
I would like to cancel cancel the appointment I don't need it,cncl appt
I want to cancel my order cancel,cncl appt
Cancel I wanna cancel it,cncl appt
I like to cancel that appointment my TV is working,cncl appt
I need them to call,cncl appt
I want I want to reinstate the visit because I canceled it a while ago because my TV came back on but when it went out again,cncl appt
My picture is back on I don't need it,cncl appt
I mistakingly canceled,cncl appt
I was enrolled in voice I D and I don't want it,cncl appt
Cancel the damn thing,cncl appt
One nine one one six sorry cancel restart,cncl appt
We don't need the appointment 1 to 6,cncl appt
The tracker says canceled,cncl appt
Need to change cancel,cncl appt
Could I cancel it,cncl appt
Cancel replace,cncl appt
Cancel appointment doctors appointment agent agent agent,cncl appt
About the cancellation date,cncl appt
Well my TV is working now so I don't need the appointment with a technician,cncl appt
I need to cancel it my TV television is working,cncl appt
Okay I would like to cancel that because we get the channels that we was having problems with,cncl appt
Cancel the appointment everything is working,cncl appt
Oh I want to cancel the appointment,cncl appt
I do not need him to come out the phone is okay now automated,cncl appt
Cancel I have my Internet back,cncl appt
Warnet canceled my TV is fixed,cncl appt
Yeah I want to cancel my appointment,cncl appt
I need to go ahead and cancel the appointment,cncl appt
I want you to cancel my appointment I don't need it I'm on my D V,cncl appt
Possible cancellation,cncl appt
We need to cancel that the TV is working,cncl appt
I need my phone and Internet has come out I need to cancel an appointment,cncl appt
Can I cancel can I cancel service,cncl appt
Cancel my appointment to have my TV it's okay,cncl appt
I need to cancel it all the TV has straightened out now,cncl appt
I like to cancel this coming out,cncl appt
Service cancel service cancel service cancel fucking service,cncl appt
You can cancel it because Mikey became on,cncl appt
No you didn't cancel my appointment spectrum spectrum,cncl appt
Cancel that please cancel can you cancel that,cncl appt
Next I don't need no help,cncl appt
Yes cancel it,cncl appt
You could you could cancel,cncl appt
Well I need to cancel it,cncl appt
I would like to cancel the appointment everything just worked out okay,cncl appt
Could you cancel my appointment I got my TV working,cncl appt
Local appointment cancel,cncl appt
I need to cancel what I got home and my phone is working,cncl appt
I wish to cancel I wish to cancel an appointment my service is back to normal,cncl appt
I don't need the appointment what happened to it my TV came back on,cncl appt
Can I delete it for an hour ticket between four and five p.m.,cncl appt
I need to cancel the appointment because my DVR has been picked through spectrum,cncl appt
Yes please cancel the appointment,cncl appt
I need to cancel okay thank you thank you,cncl appt
Cancel the appointment I fixed it,cncl appt
I gotta cancel that appointment,cncl appt
I wanna make sure it did not get canceled,cncl appt
I need to cancel it my phone's not working,cncl appt
It was just the plug was loose and electric plugs so I'd like to cancel the appointment,cncl appt
I called yesterday to cancel the appointment I never made the appointment,cncl appt
Hello I need to cancel service,cncl appt
Don't need an appointment problem,cncl appt
I need to cancel the appointment because I'm not at home,cncl appt
I need to cancel the appointment I'm not home,cncl appt
My phone is working now I'd like to cancel it,cncl appt
I'd like to cancel the appointment the Internet is working fine,cncl appt
I want to cancel the appointment I have the cable is on and everything seems to be working fine,cncl appt
The cable is working now so no need to come so what I cancel appointment,cncl appt
Cancel today,cncl appt
I would like to cancel that appointment because my phone is not working,cncl appt
I'd like to can't I do like to cancel it because the problem has been resolved,cncl appt
I don't want the service,cncl appt
I need I can cancel,cncl appt
I don't know if I should cancel it,cncl appt
Like to speak to a cancellation so I can get early morning,cncl appt
I want to cancel my appointment because she did it came back,cncl appt
Jackson told me it was canceled,cncl appt
I like to cancel that appointment because both of my TVs are working now Heatherdowns a problem with the cable I order something,cncl appt
No I'm not I wanna cancel used working,cncl appt
Let me schedule cancel an rate schedule,cncl appt
I'd like to cancel cancel appointment,cncl appt
I like to cancel it please,cncl appt
You said I have an appointment and I have no appointment I have no account do not come to my house,cncl appt
I want to cancel dollar,cncl appt
Yes ma'am I need to cancel an appointment,cncl appt
Cancel cancel for now,cncl appt
Can we cancel that,cncl appt
Cancel ppointment cancel the appointment,cncl appt
Delete it later,cncl appt
I need to cancel we're gonna swap out ourselves,cncl appt
No I need to cancel that appointment,cncl appt
I want to cancel it ma'am,cncl appt
Cancel thank you,cncl appt
No thank y'all so much thank you but I don't I don't need him so let somebody else have the appointment,cncl appt
Cancel that appointment cancel canceled appointment,cncl appt
Cancel this appointment and T tomorrow morning 8 to 9,cncl appt
I don't need it cancel it,cncl appt
I want to cancel everything is working now,cncl appt
I need to cancel appointment for tomorrow,cncl appt
I'd like to kick I'd like to cancel,cncl appt
I don't I do not need it no more,cncl appt
Sales cancel,cncl appt
I need to cancel it my TV is okay,cncl appt
I need to cancel it because my TV came back on,cncl appt
I need to cancel what TV is working,cncl appt
I'm concerned because my ex is already so I don't need the appointment anymore,cncl appt
Cancel an appointment for Wednesday,cncl appt
The problem is been solved so I do not need this service appointment,cncl appt
Main menu think I'll cancel appointment weather,cncl appt
I plugged everything and it's now working so I don't need an appointment,cncl appt
Cancel mommy the water is boiling card,cncl appt
We we don't need a technician,cncl appt
Cancel disappointment,cncl appt
I figured out my problem so I don't need to check,cncl appt
Cancel my appointment I need to talk to somebody,cncl appt
I want to cancel the appointment phone trouble,cncl appt
My service is being restored I need to cancel this appointment,cncl appt
Yeah it's because of the appointment which is to delete it supposed to be here at five six,cncl appt
I decided not to take the spectrum account I decided I wanted to cancel altogether,cncl appt
So I don't I don't need nobody because I fixed it affected TV already,cncl appt
No I wanna cancel it and I want to go over it with somebody,cncl appt
Can I talk to somebody I like to cancel the appointment because I got a right,cncl appt
I need to cancel the appointment because my stations have started coming in,cncl appt
I need I need to cancel I need to cancel it,cncl appt
I have to cancel my TV is working now,cncl appt
I would like to cancel it right now,cncl appt
Cancel it my cable's working now,cncl appt
I like to cancel and make a new appointment,cncl appt
I don't like to be working and I don't need him to come,cncl appt
I would like to cancel it now,cncl appt
Representative I need to cancel,cncl appt
I need to cancel it it's the situation or issues I had requested they have come forth,cncl appt
No cancel appointment cancel appointment,cncl appt
I need to cancel because my cable came back on,cncl appt
Oh I would like to cancel the appointment not necessary,cncl appt
It says that my appointment is canceled,cncl appt
I want to cancel it's working my phone,cncl appt
Did you cancel it,cncl appt
Cancel the appointment the television came on,cncl appt
I got an email that said that my appointment has been canceled is that true,cncl appt
You can cancel it and everything is fine,cncl appt
I would just calling to see about how long to get delete it,cncl appt
I need to cancel I need to cancel appointment,cncl appt
Want to cancel that appointment,cncl appt
Hi I had a stroke and I don't even cancel,cncl appt
I want to cancel I want to cancel back,cncl appt
Cancel the coleslaw dollars,cncl appt
I'd like to cancel an appointment shouldn't seem to be working pretty good TV,cncl appt
I need to call my reference number is not mine,cncl appt
Pressuring cancel,cncl appt
I I don't want the appointment,cncl appt
I just I want to tell you my Internet is up and I want to cancel that appointment,cncl appt
I need to cancel my appointment I have an emergency,cncl appt
The issue has been resolved I want to cancel,cncl appt
No thank you okay but please make sure it is canceled okay thank you,cncl appt
Cancel it cancel,cncl appt
Need to cancel internets working again,cncl appt
I would like to cancel an appointment I didn't know that we had to leave a quick lunch,cncl appt
I had canceled it yesterday,cncl appt
I need to cancel that appointment services restored,cncl appt
Oh I don't want I don't want to fix up my own TV I wanna cancel today appointment,cncl appt
Let's need to cancel that I guess for now because it started working,cncl appt
Somebody called me to call me and I don't know what they want,cncl appt
I don't need help with my appointment I want to get a retention department,cncl appt
I like to get I'd like to cancel,cncl appt
Cancel I didn't schedule it,cncl appt
Call two days ago and canceled it,cncl appt
I would like to cancel the appointment today we do not need them,cncl appt
Cancel Internet service,cncl appt
Cancel the technician,cncl appt
I'm not I'm not feeling well I'd like to cancel that appointment,cncl appt
Yes I talked to the technician and I would like to cancel it,cncl appt
Cancel service cancel service,cncl appt
I need to cancel the stagnation I got the TV box working,cncl appt
I want to cancel that appointment for today,cncl appt
I'm okay I'm canceling,cncl appt
I would like to cancel my appointment please,cncl appt
I want to see if there's any cancellation,cncl appt
Request to cancel,cncl appt
Cancel the appointment the problem is solved,cncl appt
Cancel technician showed up an technician to come to the door,cncl appt
I did not I did not want this service,cncl appt
I want to cancel it because I don't feel good I want to cancel,cncl appt
I need to call you call me,cncl appt
Don't need the appointment,cncl appt
I need to cancel his appointment,cncl appt
I I want to cancel,cncl appt
I don't need the tech to come to the house,cncl appt
I want to cancel a good day,cncl appt
I don't know what it is just cancel it,cncl appt
I'd like to cancel on TV's working now rebooted a couple times,cncl appt
Cancel no apartment,cncl appt
We don't I don't need appointment,cncl appt
That appointment was to be canceled,cncl appt
I can cancel it today Schutzman golf,cncl appt
Cancel Internet back,cncl appt
I need a pack I need to cancel,cncl appt
I want to cancel it but I got cable and Internet started working,cncl appt
I need to cancel my Internet service has been restored,cncl appt
Nearest two appointments please customer service I need to cancel one,cncl appt
I need to cancel it because I turn the TV this morning and it's working again,cncl appt
I have fixed my TV I no longer need my appointments,cncl appt
I don't need help with my,cncl appt
Cancel appointment cancel it,cncl appt
I want to cancel the appointment Mikey I get my TV working,cncl appt
Received notice for order cancellation,cncl appt
I like to skip cancel,cncl appt
We have to cancel a video appointment,cncl appt
Cancel my appointment on the eighth,cncl appt
Need to cancel installation,cncl appt
I need to cancel it cancel,cncl appt
I want to I want to cancel no cancel,cncl appt
I wanna I wanna cancel I wanna cancel it,cncl appt
No I need you can't I need to cancel,cncl appt
I need to cancel it and change it to another day,cncl appt
I want to cancel what I do not need him to come home,cncl appt
I wanna cancel it I'm being sick,cncl appt
Confirm that its canceled,cncl appt
I want to cancel an idiot,cncl appt
Yeah I would rather cancel it,cncl appt
I need to cancel that please,cncl appt
No longer a problem on my television cancel,cncl appt
I need to cancel the appointment I got I was able to get the TV going after we talked,cncl appt
I need to cancel later,cncl appt
Cancel I would like to cancel everything is working,cncl appt
I want to cancel my appointment my TV is working,cncl appt
I don't need the technician,cncl appt
Cancel it don't need it,cncl appt
Well I received a text notifying me of the cancellation,cncl appt
Cancel my point,cncl appt
Cancel appointment phone working now,cncl appt
I don't need you to come I want to cancel it,cncl appt
I have to cancel no no can you make it in the morning,cncl appt
Well I need to cancel the important because it,cncl appt
I need to cancel my cable is working,cncl appt
What I want to cancel that appointment,cncl appt
Yes can I have a morning appointment,cncl appt
Is there a way I can cancel that,cncl appt
Cancel appointment.tv working,cncl appt
I don't I don't I don't need the appointment I don't need the appointment,cncl appt
I do not want to pay myself,cncl appt
Please please cancel that the TV is not working,cncl appt
No I want to cancel it cancel it,cncl appt
The TV is not working now what do I do cancel the reservation,cncl appt
Yeah cancel that,cncl appt
Cancel my account and the appointment,cncl appt
I don't know I just wanted to confirm,cncl appt
Resignation cancel interwar,cncl appt
I need to call the fucking technician,cncl appt
I am not home cancel,cncl appt
I'm trying to cancel I've called twice today to cancel,cncl appt
I want to cancel it I will be here I'm going to the hospital,cncl appt
I need to cancel it because I got it working,cncl appt
Need to cancel my come my Internet came back on,cncl appt
I said to cancel my appointment,cncl appt
I don't need him now because you've rebooted my TV and it's working,cncl appt
I do not need the TV is working,cncl appt
I'm going to have cancel,cncl appt
I need to cancel it is working,cncl appt
I want to cancel my appointment my Internet is on,cncl appt
About a canceled appointment,cncl appt
Yes I don't want Boston Common today,cncl appt
Cancel is that we're both sick,cncl appt
Like to cancel like to cancel at doctor about Pfizer's pharmacy,cncl appt
Calling about a cancellation,cncl appt
Thank you for canceling my appointment for tomorrow,cncl appt
I need to cancel I got the volume working,cncl appt
Maybe canceling,cncl appt
I wanna cancel my cancel my appointment,cncl appt
No it was already been canceled,cncl appt
Wow cancel cancel,cncl appt
Change my appointment canceled appointment,cncl appt
My TV is working I need to cancel the appointment,cncl appt
I want to cancel schedule a new day,cncl appt
I need to cancel the appointment the TV is fine,cncl appt
I wanted to cancel that appointment,cncl appt
You can't I need to make an appointment to see a doctor,cncl appt
I'd like to cancel your appointment,cncl appt
I don't need any L y'all called me,cncl appt
I want to cancel it we got our TV back,cncl appt
TV's working now cancel,cncl appt
I have been I had to cancel that,cncl appt
Because I was up to the cancellation 8 to 9 today,cncl appt
I want to cancel it didn't tell you these okay,cncl appt
We checked our TV and it's working fine now we need to cancel the appointment,cncl appt
I want to cancel cancel the call,cncl appt
I need to cancel because I got it fixed,cncl appt
I'd like to cancel up,cncl appt
I would like to cancel my appointment the power is not ready ready,cncl appt
Modem isn't working need to cancel,cncl appt
I would like to cancel the TV account to stop at work,cncl appt
Oh I just wanna cancel it,cncl appt
I want to cancel for another day,cncl appt
I got the TV working so I don't need them,cncl appt
Why did I get an email that said it was canceled,cncl appt
No I need to cancel the appointment I got the TV working,cncl appt
I need to cancel the TV is working now,cncl appt
I like to cancel the appointment please,cncl appt
That's that's all I just wanted to cancel the appointment that they had made,cncl appt
I need to make sure it is not cancel,cncl appt
I need to cancel the spectrum TV,cncl appt
Cancel appointment no one is home,cncl appt
Like to cancel cancel the appointment,cncl appt
I need to cancel it we found the problem ourselves,cncl appt
To cancel that appointment I wish to cancel that appointment,cncl appt
I am canceling my appointment,cncl appt
Canceling the service appointment,cncl appt
I want to cancel it because it is working,cncl appt
Issues that they were going to come to take care of has resolved it so so I need to just cancel the appointment,cncl appt
Hi I need to cancel for right now I have an emergency come up with my family,cncl appt
I can I can cancel that appointment mike TV has come back on,cncl appt
May I please cancel it,cncl appt
I'm canceling appointment,cncl appt
Just cancel my appointment,cncl appt
Cancel the appointment the television is working,cncl appt
I need to cancel the appointment and my TV has started working again,cncl appt
I do not need him to come iFixit,cncl appt
Need to cancel the cable is back working,cncl appt
Cancel the appointment I want to cancel that appointment,cncl appt
Please let them know that I'm not going to cancel this one that I'm going to keep it,cncl appt
No that's it I just don't want the appointment,cncl appt
I want to cancel the appointment and make changes to my account,cncl appt
I would like to counsel canceled the appointment,cncl appt
No not this is a machine I see yes cancel the appointment consulate,cncl appt
My channels have come back and cancel appointment,cncl appt
I want to cancel my appointment and move my service to a different location,cncl appt
I can cancel the appointment,cncl appt
I would like to cancel that call please,cncl appt
I don't need any help this is concerning the time,cncl appt
No no no no please don't cancel it,cncl appt
Oh no I don't need any help they just they done here,cncl appt
I just want to cancel I don't want to talk to anybody,cncl appt
More and I don't need it now,cncl appt
I wish I wish to cancel the appointment,cncl appt
I need to cancel the appointment I thought I canceled it yesterday because my TV started working again,cncl appt
I was calling to cancel the appointment because Internet is working now,cncl appt
I like to just go ahead and cancel,cncl appt
Cancel cancel service please,cncl appt
I don't I don't I don't need my TV working I don't need I don't need a technician I don't wanna come out this a book mark TVs working,cncl appt
I don't need somebody to come to my house my television is working perfectly,cncl appt
Please cancel it I can't wait that long care Internet,cncl appt
My cable is already prepared I don't need an appointment,cncl appt
Cancel my appointment I will my appointment canceled,cncl appt
