Input,INTENT
It's okay I'll wait until the guy gets here,cnfm appt
I want to confirm the appointment for January eighteenth between three and four,cnfm appt
Confirm time,cnfm appt
Confirm appointment,cnfm appt
Check a status update,cnfm appt
The status,cnfm appt
Check the status of the technician,cnfm appt
Make sure the technician shows up tomorrow,cnfm appt
Please confirm the appointment,cnfm appt
Confirmation,cnfm appt
Confirmation,cnfm appt
Yes I'm fine that's what I want to know,cnfm appt
They going to call before they come,cnfm appt
Confirm,cnfm appt
I wanna confirm it,cnfm appt
My service has been restored,cnfm appt
I want to know if they're coming it's almost six o'clock I'm waiting for them to come they still coming can you find out,cnfm appt
I just wanted to make sure that they're on their way,cnfm appt
My appointment tomorrow,cnfm appt
About my technician not calling me from my appointment,cnfm appt
When are they coming,cnfm appt
Technician PC is on the way but I haven't seen,cnfm appt
I just want to know the time I'll be here,cnfm appt
I was calling to confirm,cnfm appt
I wanted to let them know that my apartment is on the third floor,cnfm appt
I'm going to let them know it's on the third floor,cnfm appt
Find technician,cnfm appt
Where is the technician,cnfm appt
What is the technician status,cnfm appt
Technician is not here,cnfm appt
I intend to keep that appointment,cnfm appt
I don't know my security code I don't have one as far as I know,cnfm appt
I'm waiting for the technician to arrive,cnfm appt
I'm here at the apartment and I'm waiting for the technician to right,cnfm appt
Running late for appointment with a tech,cnfm appt
Trying to arrange for late appointment time,cnfm appt
I want I want you to confirm it with them because my house telephone doesn't work,cnfm appt
Yes I want to know about my credit,cnfm appt
Yeah I am waiting,cnfm appt
Confirming what time,cnfm appt
No help needed confirm,cnfm appt
No help needed just I'm just confirming appointment,cnfm appt
I'm good waiting for the tech,cnfm appt
Just want to confirm that coming,cnfm appt
Confirmation,cnfm appt
That appointment is fine I'm calling about my Internet,cnfm appt
Appointment time,cnfm appt
Someone was supposed to come out here today,cnfm appt
I received a call,cnfm appt
Thank you that was all just a confirmation,cnfm appt
Technician surly,cnfm appt
Oh I'm just calling because you called again,cnfm appt
It's about the wire in my front yard that I called four times about,cnfm appt
If it's confirmed I'm all set is it confirmed,cnfm appt
I'm not sure if my service has been restored,cnfm appt
My appointment for tomorrow,cnfm appt
I have a got a call from,cnfm appt
I'll just confirm it,cnfm appt
Oh none conference appointment tomorrow at three twenty 3 and 4 will be here,cnfm appt
Locate technician,cnfm appt
Locate technician,cnfm appt
I need details on the plan,cnfm appt
Technician did not show up,cnfm appt
Well they call me from the third floor,cnfm appt
They were supposed to come today,cnfm appt
It was supposed to be from two to three,cnfm appt
Confirm,cnfm appt
Do you have a Sunday afternoon appointment,cnfm appt
Well I wanted to know if they hadn't estimate time that they would be there so I can tamarack wouldn't be back to pick me up,cnfm appt
Just wanna make sure they're gonna show up,cnfm appt
This is a technician already here,cnfm appt
I got a message that it was been delayed my appointment was been delayed I assume that they're still coming today but I want confirmation of that,cnfm appt
Confirm it,cnfm appt
Technician didn't show,cnfm appt
Confirm,cnfm appt
It's after three and now technician,cnfm appt
Technician,cnfm appt
Technician is not here,cnfm appt
Technician not here,cnfm appt
The driver just went by my window I need Duke Ellington how to get in here,cnfm appt
Confirm it,cnfm appt
I just was checking to see if they would be here today between three and four,cnfm appt
Hey hasn't come,cnfm appt
Speak to dispatch,cnfm appt
Thank you I'm just confirming it,cnfm appt
I was just confirming it,cnfm appt
I was just trying to make sure the technician was coming,cnfm appt
I was just trying to make sure that the technician was coming,cnfm appt
I was just checking to make sure the technician will be here today,cnfm appt
Oh no that's okay thank you I'll be waiting,cnfm appt
No it is supposed to be today the eighteenth at noon,cnfm appt
It was supposed to be Friday,cnfm appt
No that's all I needed to know thank you,cnfm appt
I just wanted to confirm the appointment,cnfm appt
Okay so do you know so I need to know,cnfm appt
I was just calling to verify,cnfm appt
No just if it goes bad I'll call back an appointment for tomorrow or something but for now it's working,cnfm appt
Correct an address,cnfm appt
I'm confirming the appointment,cnfm appt
Just confirming the appointment for tomorrow,cnfm appt
I received a call,cnfm appt
No you just called me returning the call I received it had to do with this appointment,cnfm appt
It was supposed to be here by two,cnfm appt
I'm calling because I'm waiting for the appointment person to show up,cnfm appt
I'm calling because I'm waiting for the appointment,cnfm appt
I got appointment what time,cnfm appt
Confirming,cnfm appt
Can you call the technician and confirmed a still available,cnfm appt
I just want to confirm is going to be January twenty second Monday eleven to twelve a.m. right,cnfm appt
It was supposed to be today,cnfm appt
I don't know I'm here alone at night this is the first time I could call out it keeps telling me I can't make a call,cnfm appt
Oh just making sure that the technician to come in,cnfm appt
I just want to make sure that that it was Thursday,cnfm appt
I want to know what time that they would be here,cnfm appt
Technician is not here as scheduled,cnfm appt
Technician is not here,cnfm appt
The technician is not here,cnfm appt
Yes technician is not here,cnfm appt
Check schedule,cnfm appt
Confirm,cnfm appt
I need to confirm the time again,cnfm appt
I want technician to call me,cnfm appt
Just wanted to verify thank you goodbye,cnfm appt
Just needed to verify thank you,cnfm appt
Tell me,cnfm appt
Just confirming again,cnfm appt
Oh just confirming it,cnfm appt
Verify technician,cnfm appt
Confirming appointment time,cnfm appt
Date,cnfm appt
The technician that my appointment today was changed from eleven to twelve and he's not showed up yet,cnfm appt
Hi just no that's fine I just wanted to verify a check,cnfm appt
I want to see the map for the technician coming to my house,cnfm appt
That's all I needed to know thank you,cnfm appt
My appointment date is incorrect,cnfm appt
Appointment date,cnfm appt
All I know is trying always get here then,cnfm appt
What worktime bill will be,cnfm appt
Technician is coming to an appointment,cnfm appt
Technician is coming tomorrow,cnfm appt
Will he call ahead of time,cnfm appt
When is my appointment,cnfm appt
Just to verify my appointment,cnfm appt
I wanna talk about my appointment and the implications of weather,cnfm appt
I want to be sure it's it's there's been down whether we are still having,cnfm appt
Because they have not arrived the technician has not arrived,cnfm appt
I won't be able to see the technician came he do it without seemingly,cnfm appt
Another appointment time,cnfm appt
I'm just confirming on the time today 1 to 2,cnfm appt
That's it I just want to know when,cnfm appt
My call ended with my technician trying to call back,cnfm appt
Confirm,cnfm appt
No I'm just concurrency confirming the appointment,cnfm appt
I would like to know,cnfm appt
My my appointment time,cnfm appt
Return to appointment tomorrow,cnfm appt
Do I have the answer the call for them to come over,cnfm appt
Will they come by without calling me,cnfm appt
Verify it,cnfm appt
Just wanted to confirm that's cool thank you,cnfm appt
I would like to call me please,cnfm appt
No that's fine I just want to make sure that I still had an appointment for tomorrow thank you very much bye-bye,cnfm appt
I'm calling your technician was here I nieces passing wrong with the television to call you back what I don't have a long distance call,cnfm appt
The guy has not arrive that technician has not arrived,cnfm appt
What day,cnfm appt
Hi this is wondering that time I thought it was between eleven and noon,cnfm appt
Will they call me once they will they call me once they are right,cnfm appt
Well they call me once you're here,cnfm appt
I'll call you back as he does not go,cnfm appt
I wanna know how come they haven't came yet they didn't come yesterday,cnfm appt
Just checking on when the technician will be here,cnfm appt
Confirm address for appointment today,cnfm appt
Confirm address,cnfm appt
Confirm address,cnfm appt
Verify address,cnfm appt
Pending cancellation yes give me a call,cnfm appt
Hey supposed to be today,cnfm appt
Confirm address,cnfm appt
Dispatch called me,cnfm appt
Tech department,cnfm appt
The car is my appointment was at ten thirty now you're telling me five thirty to six so you guys get commission drop,cnfm appt
Yo yo Hablo technician to speak to a mall,cnfm appt
I don't know why they're coming I don't know what the appointments about,cnfm appt
Someone text me that the technician was on the way today,cnfm appt
What will the technician bring with him,cnfm appt
I want to know what the technician will bring with him,cnfm appt
I just wanted to make sure,cnfm appt
When is the wrong time,cnfm appt
Appointment time,cnfm appt
The homeowner's office schedule an appointment and I just want to make sure there's one appointment on file,cnfm appt
Anything I need to know about the appointment is gonna be tomorrow no that's it,cnfm appt
Oh nothing at all just wanna I wanted to hear the confirmation that so,cnfm appt
Hey nobody showed up yet I was just wondering what he still coming,cnfm appt
Just confirming,cnfm appt
I think the appointment was supposed to be today not tomorrow,cnfm appt
I need the confirmation number,cnfm appt
Will the technician call when he's on his way,cnfm appt
Tell me go home address,cnfm appt
Detail,cnfm appt
To confirm and verify my appointment,cnfm appt
Verify my appointments,cnfm appt
Hi just confirming that is okay,cnfm appt
You know you called me,cnfm appt
Confirming,cnfm appt
Good job call you called me,cnfm appt
You called me,cnfm appt
Make sure an address is correct since you didn't have the right phone number,cnfm appt
You tell me,cnfm appt
I see my service has been restored and seems to be working fine,cnfm appt
My service seems to be working fine after my call and making the appointment,cnfm appt
Well I got a call last night on my phone that was it isn't working and they're supposed be calling me on my cell phone,cnfm appt
About the appointment for tomorrow,cnfm appt
Get the technician here,cnfm appt
Dispatch,cnfm appt
I need to know the I got a call back at the building,cnfm appt
The technician has not gotten here,cnfm appt
Just confirming,cnfm appt
Just making sure that that will come on,cnfm appt
Just want to confirm,cnfm appt
Yeah tell me my appointment,cnfm appt
Confirm appointment time,cnfm appt
Calling to confirm appointment time,cnfm appt
I nothing I just want to confirm it,cnfm appt
Tell me again,cnfm appt
I see is my appointment for Friday January nineteenth,cnfm appt
I was just making sure it was confirmed,cnfm appt
Confirm,cnfm appt
The appointment is for tomorrow Friday is that correct,cnfm appt
Time,cnfm appt
I just wanted to make sure that the appointment was going to install spectrum Internet,cnfm appt
Confirming,cnfm appt
Dispatch,cnfm appt
Yes tell me what my appointment is,cnfm appt
Just verifying the appointment,cnfm appt
Confirming please,cnfm appt
Long scheduled appointment,cnfm appt
That's the wrong date and time,cnfm appt
Thank you that's what I needed to know thank you very much you've been very helpful,cnfm appt
I just needed to know when it was,cnfm appt
Verify,cnfm appt
Confirm the appointment,cnfm appt
I need a technician to talk to,cnfm appt
I need a technician now,cnfm appt
Confirm appointment,cnfm appt
I was just calling to confirm that thank you,cnfm appt
That's okay confirming that,cnfm appt
I'm not sure if I should keep the appointment,cnfm appt
Technician,cnfm appt
Give me updates,cnfm appt
No that's all I just wanna make sure there were coming Wisconsin,cnfm appt
Hello I want to confirm it,cnfm appt
No one's called me yet about coming it's almost seven,cnfm appt
I'm just saying that I will be home for the technician,cnfm appt
I'd like to proceed with the appointment,cnfm appt
What time is it,cnfm appt
You know I'm I'm fine I just want to know if they were coming,cnfm appt
Confirm,cnfm appt
Well confirm it,cnfm appt
Just making sure,cnfm appt
Confirming appointment,cnfm appt
I'm calling about my appointment tomorrow,cnfm appt
I just wanted to confirm it,cnfm appt
Time and the date is okay,cnfm appt
I just wanted to confirm I will be here,cnfm appt
We have no,cnfm appt
About appointment,cnfm appt
They have not showed up,cnfm appt
I want to confirm my appointment,cnfm appt
No longer needed television is working fine the box is working fine,cnfm appt
I just wanna make sure I don't have it,cnfm appt
Trying to get appointment time,cnfm appt
That's all I need to know thank you,cnfm appt
Tracking is showing the driver in going in the wrong direction,cnfm appt
Check on status,cnfm appt
Would like to know about the modem,cnfm appt
Verify,cnfm appt
I was wondering when that technician is gonna come totally five,cnfm appt
Just to confirm appointment,cnfm appt
Appointment time,cnfm appt
You gave me the wrong appointment time,cnfm appt
Uh-huh I just wanna make sure we didn't get it,cnfm appt
Regarding the appointment I didn't know I had one,cnfm appt
Time arrival,cnfm appt
Yes technician is not here,cnfm appt
Yes he has he's not here yet,cnfm appt
That's what I wanted to know,cnfm appt
I could schedule for a thought it was scheduled for today but you see the schedule for tomorrow so I'll just wait until tomorrow,cnfm appt
It's six o'clock now and nobody has called or come by,cnfm appt
The appointment I have with your technician,cnfm appt
Ask technician to not very loudly life,cnfm appt
About an appointment,cnfm appt
Confirm the appointment,cnfm appt
I want to confirm my appointment,cnfm appt
Need to confirm fiber technician,cnfm appt
I need to confirm if we will be receiving a fiber technician,cnfm appt
That's all I need to know,cnfm appt
Someone called my home,cnfm appt
To see why the technician didn't show up,cnfm appt
No I was just wondering if you know if it's closer to six or closer to seven,cnfm appt
That's fine just checking,cnfm appt
They haven't shown up,cnfm appt
Confirm time,cnfm appt
I'm confirming,cnfm appt
I just want to confirm it,cnfm appt
Oh yeah could you have him call before you come,cnfm appt
Hey just checking if he would be here,cnfm appt
Confirming it,cnfm appt
Confirming appointment,cnfm appt
My scheduled appointment,cnfm appt
Where's my technician,cnfm appt
I don't think I know what,cnfm appt
Time will connect me here,cnfm appt
June the date June the time,cnfm appt
Why is there a fourth an appointment,cnfm appt
Time change,cnfm appt
So I I'm leaving,cnfm appt
Appointment time,cnfm appt
Confirm,cnfm appt
Appointment time is unacceptable,cnfm appt
Hey let me a call,cnfm appt
If the technician on the way,cnfm appt
I somebody called me and I didn't get the phone in time alright that's what it was okay I'm here,cnfm appt
I believe your technician is lost,cnfm appt
Hello tech,cnfm appt
Do you want me to build it somebody call me,cnfm appt
What are you all just call me and that's what I wanna know what you call about,cnfm appt
No I just wanted to know if it was legit,cnfm appt
That's all I need to know my sure they are common,cnfm appt
I was just confirming,cnfm appt
I just wanna make sure they gonna be here,cnfm appt
Confirm appointment,cnfm appt
Confirm appointment,cnfm appt
Technician status,cnfm appt
I want to check on my appointment,cnfm appt
Bonnie confirmed,cnfm appt
Well you guys gonna call me at five tonight,cnfm appt
Correct,cnfm appt
I'm looking for appointment,cnfm appt
Hi I'll be waiting,cnfm appt
I was wondering what time is gonna be here,cnfm appt
Can you let the technician know that I will be there in five minutes,cnfm appt
Did someone have to physically be there,cnfm appt
Just want to know the current account of the appointment tomorrow,cnfm appt
Confirm,cnfm appt
Verifying appointment or make it sooner,cnfm appt
The appointment is supposed to be today,cnfm appt
I want to keep my appointment,cnfm appt
No make that then when the technician will come,cnfm appt
The dictation has not get,cnfm appt
Yeah the technician hasn't come home,cnfm appt
I just wanted to know if there was still coming,cnfm appt
The technician hasn't contacted me I'm haven't completed,cnfm appt
Confirm it,cnfm appt
My routing is being behaving fine I just wanted to confirm,cnfm appt
Well first of all the technician need to come up or show up,cnfm appt
Just wanted to confirm,cnfm appt
That's all I needed to know thank you,cnfm appt
Yes I want to know,cnfm appt
I just wanted to make sure you got the whole address,cnfm appt
I just want to make sure the right address,cnfm appt
That's fine I'm waiting for the technician to come out tomorrow between three and four,cnfm appt
That's all I need to know,cnfm appt
Did the technician come today,cnfm appt
I just wanted to make sure he was coming,cnfm appt
Confirming the appointment,cnfm appt
Confirm the appointment,cnfm appt
Okay well it was is twenty six so it's it's the twenty fifth that's correct,cnfm appt
Do you have a later appointment two o'clock till three o'clock after two o'clock,cnfm appt
Just wanna make sure,cnfm appt
Confirm it,cnfm appt
Well you're supposed be here to,cnfm appt
I wanna take care this phone is the same time,cnfm appt
The technician not here,cnfm appt
Tell me where's the technician is,cnfm appt
Confirmation,cnfm appt
Yes after one p.m. no technician yet,cnfm appt
Just confirmation,cnfm appt
Technician has not showed up,cnfm appt
The technician has not showed up yet,cnfm appt
He hasn't showed up yet,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
I have a confirmation number of one six five one zero okay,cnfm appt
Calling about installation being confirmed today,cnfm appt
Checking to see if they're still coming,cnfm appt
Tell me the information I'm good,cnfm appt
Customer dispatch humane not automated system now,cnfm appt
Technician not showed up yet,cnfm appt
Yeah that's just fine that's all I wanted to know,cnfm appt
Confirm appointment,cnfm appt
Dispatch,cnfm appt
About my Wi-Fi service,cnfm appt
Technician left without fixing,cnfm appt
Technician technician about situation,cnfm appt
The technician left without fixing problem,cnfm appt
Just wanted to verify no problem thank you,cnfm appt
Confirm appointment,cnfm appt
Call technician,cnfm appt
I just want to know the appointment date,cnfm appt
I thought the appointment was January nineteenth,cnfm appt
Correct information,cnfm appt
I had a technician arriving before my window,cnfm appt
Where is the technician,cnfm appt
Not at this particular yes ma'am I do want to keep that appointment,cnfm appt
No I just need to know when this spectrum,cnfm appt
Confirm,cnfm appt
When will my technician be here,cnfm appt
Just making sure,cnfm appt
Just checking Internet service,cnfm appt
You get the eleventh of 12 and 2 10 to 11 okay I'll wait Erica thank you,cnfm appt
Menu tell me what stagnation,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
No it's fine I just was double checking it's okay,cnfm appt
What time what time,cnfm appt
Track my technician,cnfm appt
Just confirming thank you,cnfm appt
Just confirm it,cnfm appt
Symbol technician,cnfm appt
Well I explain that in there should send a technician over here between twelve and one so I'm waiting,cnfm appt
Could you call me when he's coming,cnfm appt
They called me to verify I couldn't get to the phone,cnfm appt
Nothing I need nothing I was just checking on appointment,cnfm appt
Okay you know I just confirm it when it is,cnfm appt
Confirm it,cnfm appt
Confirm,cnfm appt
Call technician,cnfm appt
Service call,cnfm appt
Just have him show up,cnfm appt
That's all I just wanted to know,cnfm appt
Just wanted to know I just wanted to know the time,cnfm appt
That's good I just want to know when you come,cnfm appt
Get someone here to establish my telephone Wi-Fi box or something's not working,cnfm appt
That's it just wanna make sure all thank you,cnfm appt
Just checking on my appointment,cnfm appt
Just checking on my appointment they're coming by eleven okay thank you,cnfm appt
I don't know I know it I don't know it,cnfm appt
I just want to know if the technician already been here,cnfm appt
I wanted to know if the technician been here already,cnfm appt
Confirming time,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
To reconfirm my appointment please,cnfm appt
I'm calling because the Internet is broken,cnfm appt
Just want to know when the technician is getting here because this nine thirty,cnfm appt
What's the status on the driver,cnfm appt
I just want to confirm it,cnfm appt
No it's fine they called and I want to know what what was up,cnfm appt
The technician is there but he said he was removing boxes I'm concerned,cnfm appt
No I was just wondering euro call you all will be home,cnfm appt
Customer technician,cnfm appt
Where is the tech,cnfm appt
They have not come in it is past time,cnfm appt
Hi can you tell me the time pickup,cnfm appt
Confirm,cnfm appt
Services to be rendered at the appointment,cnfm appt
What time is it,cnfm appt
Confirm,cnfm appt
I one thirty appointment that's all,cnfm appt
No that's fine I'll come at that time that's because I'm said I still have a block running through the watch a call,cnfm appt
You called me,cnfm appt
I just want to double check the time thank you,cnfm appt
I just want to reconfirm the time,cnfm appt
Confirm,cnfm appt
That's what I needed to know thank you very much,cnfm appt
Speech to someone,cnfm appt
I am disabled and I just wanna make sure I'm ready,cnfm appt
Where is the technician,cnfm appt
I have disabled and I want to make sure that I'm ready when they come here,cnfm appt
What time did coming-out,cnfm appt
Hey it's not sure has not shown up yet,cnfm appt
Wrong appointment time,cnfm appt
I'm waiting for him ten eleven,cnfm appt
Correct,cnfm appt
Technician technician technician,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
Confirm appointment,cnfm appt
I want to know what address you're going to,cnfm appt
I am really good um oh wait for the technician to come by thank you,cnfm appt
I want to know the address to your you're going to,cnfm appt
What time will they be there,cnfm appt
What time will you be here,cnfm appt
I need a technician,cnfm appt
I'd like to add information to my appointments,cnfm appt
Work order,cnfm appt
Questions about work order,cnfm appt
Work order,cnfm appt
Confirm,cnfm appt
Call grandma appointment,cnfm appt
Check another time,cnfm appt
No but I'll call again thank you,cnfm appt
Somebody left me a message about confirming my appointment for Friday,cnfm appt
Well I just called here and,cnfm appt
What you guys called me so yes I'm expecting somebody between two and three,cnfm appt
Technician,cnfm appt
Cable tech,cnfm appt
Just confirm,cnfm appt
Confirm,cnfm appt
I just confirmation is is yes,cnfm appt
I know what it is,cnfm appt
Comfort I want to keep the appointment,cnfm appt
Confirm,cnfm appt
I want to keep the appointment,cnfm appt
Confirm,cnfm appt
Confirming appointment,cnfm appt
Call before arriving,cnfm appt
That's it it's confirmed,cnfm appt
No I just wanna make sure that it still lives there will be coming today,cnfm appt
Call me back,cnfm appt
Confirm appointment,cnfm appt
Don't leave the appointment don't need the technician to come out,cnfm appt
Want to confirm it,cnfm appt
Checking appointment,cnfm appt
Confirm,cnfm appt
About my telephone service,cnfm appt
I'm calling you guys called me,cnfm appt
Yes all I need to know thank you,cnfm appt
I would like to get a later appointment,cnfm appt
I'm calling to see if somebody could come sooner,cnfm appt
About the appointment,cnfm appt
We thought we had an appointment today but no one showed up,cnfm appt
Wanted to see if they had appointment for tomorrow,cnfm appt
Goodbye to you know keep my appointment,cnfm appt
Do you have an appointment available on Wednesday,cnfm appt
I'm I'm I'm just wondering I wanna watch,cnfm appt
I just want to know when it was,cnfm appt
Did not receive one,cnfm appt
I need a confirmation number,cnfm appt
Confirm,cnfm appt
Okay just wanted to confirm,cnfm appt
Your guy is not here in the one minute left before seven o'clock,cnfm appt
Time,cnfm appt
Just confirming,cnfm appt
I just need to confirm that he was coming that's good,cnfm appt
My technician,cnfm appt
What time,cnfm appt
Call me in a few,cnfm appt
Correct,cnfm appt
I'm calling I want to call you because this is no apartment number,cnfm appt
They were supposed to come today,cnfm appt
I'm just waiting I want to know what fund upcoming,cnfm appt
Okay okay I'll wait for them I'm waiting for them,cnfm appt
Tell me about five p.m.,cnfm appt
Confirm appointment,cnfm appt
Oh that's all I wanted to know that that's confirming it thank you,cnfm appt
I'm calling about my appointment,cnfm appt
I wanna make sure it's confirmed,cnfm appt
No that's what I was calling to make sure he was coming,cnfm appt
The technician needs to be there today not tomorrow,cnfm appt
Good tech this is supposed to be at my house tonight not tomorrow,cnfm appt
Call my systems are not working,cnfm appt
Hello just checking on that,cnfm appt
Update,cnfm appt
Date,cnfm appt
Technician hasn't shown up,cnfm appt
Status on technician,cnfm appt
Confirm thank you,cnfm appt
That's it just confirming thank you,cnfm appt
I need to know where the technician is,cnfm appt
What time,cnfm appt
Right on time,cnfm appt
They were supposed to be here at five,cnfm appt
Okay because some people call me somebody call me,cnfm appt
Tracking technician,cnfm appt
New technician,cnfm appt
It was supposed to be at one o'clock,cnfm appt
Where is the technician,cnfm appt
Okay hi hi I you know but I'll be sitting,cnfm appt
I just need to know if the technician was still coming,cnfm appt
I need to know about the survey,cnfm appt
I need to know when the service,cnfm appt
I need to know about the survey,cnfm appt
I need to know when the service,cnfm appt
I want to be sure and verify that they are coming,cnfm appt
Confirm the technician is on time,cnfm appt
Technician haven't showed up,cnfm appt
They wanted me to confirm if my cable was back on or not,cnfm appt
The technician is not here,cnfm appt
Technician haven't showed up yet,cnfm appt
Person hasn't shown up yet,cnfm appt
I want to confirm that that the appointment is fine,cnfm appt
Technician was never here,cnfm appt
Technician is not here,cnfm appt
Time issue,cnfm appt
I would like to get a hold of a technician now,cnfm appt
It's not received today,cnfm appt
You haven't help me yet,cnfm appt
My appointment was supposed to be today,cnfm appt
Track technician,cnfm appt
Track technician,cnfm appt
Work order,cnfm appt
What time,cnfm appt
Listen up because I gotta get something corrected,cnfm appt
That's just checking to make sure they show up,cnfm appt
I need to get someone to come here today they subject call me in the call,cnfm appt
Someone's supposed to come out here today,cnfm appt
Confirm,cnfm appt
Service call,cnfm appt
That's it I was just confirming with a technician was coming,cnfm appt
Confirm,cnfm appt
Just confirm the appointment,cnfm appt
It's supposed to be at a later time customer service,cnfm appt
Technician supposed to be done at five,cnfm appt
I had an appointment today between three and four,cnfm appt
That's all I need to know,cnfm appt
Confirmed,cnfm appt
Traffic technician,cnfm appt
Track the technician,cnfm appt
Tractor technician,cnfm appt
Calling to I'm calling to say I don't need the I got my TV to work,cnfm appt
Confirm it,cnfm appt
I just wanted to know when he was gonna be here thank you,cnfm appt
Confirming appointment,cnfm appt
Well I've got a problem spasms have been cleared it up it is not clear,cnfm appt
Okay thank you I'm just confirming thank you,cnfm appt
Yes may I have a technician please,cnfm appt
Confirm appointment,cnfm appt
Well I'm I'm just calling because the TV came on computer and then they then had to come,cnfm appt
I just want to confirm that I still need the appointment,cnfm appt
Confirmation two for the appointment,cnfm appt
I just want to confirm that I still wanted,cnfm appt
I'm just wondering if I could get a sooner availability,cnfm appt
Confirm the time and date Friday,cnfm appt
Yes confirm the time and date,cnfm appt
Confirmation,cnfm appt
Just tell them I'm calling from a cell phone my,cnfm appt
No no I'm just waiting for again I'm just double checking confirming you coming today thank you,cnfm appt
I don't know I I'm just waiting for them thank you,cnfm appt
Well I waited so I I just double checking you they coming today,cnfm appt
Where is my technician after one o'clock,cnfm appt
Thanks okay thank rebate appointment date,cnfm appt
Tractor technician,cnfm appt
Yeah tell me where the repairman is,cnfm appt
I just wanna make sure the technician is on their way right now,cnfm appt
I just want to confirm that they're on their way,cnfm appt
Just want to confirm that the guys I don't know,cnfm appt
To make sure that my appointment is confirmed,cnfm appt
Make sure that the appointment is still on,cnfm appt
I just wanna make sure that he is going to show because it's quarter to four now Muensterman support and I don't see any sight of him,cnfm appt
Technician came and left,cnfm appt
Time of arrival,cnfm appt
That's all I needed to know,cnfm appt
Can you tell me if they're gonna get there closer to four six five,cnfm appt
Scheduling my appointment,cnfm appt
Someone called and they were supposed to come today at three o'clock it was an emergency appointment,cnfm appt
That's all I wanna know,cnfm appt
Confirm my appointment,cnfm appt
Call technician,cnfm appt
Correct,cnfm appt
I'm calling because I will be scheduled appointment by five minutes,cnfm appt
No I'll see the technician between four and five thank you,cnfm appt
Appointment time,cnfm appt
Just checking,cnfm appt
Thanks for technician,cnfm appt
I need to check the details,cnfm appt
Appointment time,cnfm appt
Dispatch,cnfm appt
I received a call about my appointment,cnfm appt
Mike technician is not here yet,cnfm appt
Just wanted to be sure it was confirmed,cnfm appt
No he hasn't shown up yet,cnfm appt
Let me know when they're coming,cnfm appt
No I don't I don't know and you will call me at noon,cnfm appt
Someone coming to bring me a box,cnfm appt
Okay I don't know somebody called me I don't know what's going on,cnfm appt
I want to doublecheck what time does Ganesh show up,cnfm appt
Technician did not stop,cnfm appt
Technician,cnfm appt
Verify purpose,cnfm appt
Just confirming,cnfm appt
Technician appointment,cnfm appt
What time zone is the appointment,cnfm appt
I need to confirm my appointment,cnfm appt
No I received a call from antiwrinkle and that's what you back,cnfm appt
They had me set-up with an appointment that I did not make,cnfm appt
Nothing just want to verify,cnfm appt
Confirm appointment,cnfm appt
To confirm my appointment,cnfm appt
I just want to make sure,cnfm appt
Okay just verifying,cnfm appt
Oh I was just verifying,cnfm appt
I want to speak to somebody I was books already have a call phone call,cnfm appt
Service technician,cnfm appt
Oh just checking status,cnfm appt
Just checking because they're not here yet I appreciate that I'm here now I'm waiting on,cnfm appt
Just confirming,cnfm appt
When will the technician be here,cnfm appt
I want to know exactly when it's coming,cnfm appt
Need to escalate and have dinner appointment,cnfm appt
Verify service time,cnfm appt
Confirmation,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
I just want to confirm,cnfm appt
The appointment was supposed to be changed to today,cnfm appt
No one has shown up ten o'clock,cnfm appt
I want to keep my appointment,cnfm appt
I'm just rechecking thank you,cnfm appt
They haven't shown up for the appointment,cnfm appt
I would like to have it today,cnfm appt
Correct an appointment,cnfm appt
Technician,cnfm appt
Confirming,cnfm appt
I want a appointment to be set for Thursday,cnfm appt
Just checking to confirm,cnfm appt
The technician is here already,cnfm appt
Well did I get technician is here already,cnfm appt
Dispatch,cnfm appt
Dispatch,cnfm appt
How do I get this hello hello hello how do I get the technician to come into my house,cnfm appt
That's a technician to come later,cnfm appt
Just want to confirm,cnfm appt
Didn't receive a text confirmation,cnfm appt
That's all I just don't know 1 and 4,cnfm appt
Confirm it,cnfm appt
Confirm it,cnfm appt
Can just confirm it,cnfm appt
Because my phone is out and I need to let them know that I don't have phone service when they call,cnfm appt
I was wondering if the technician will still come out with the roads being bad from snow,cnfm appt
I was wondering if the technician will come out with a road BamBam,cnfm appt
Connect me to a technician,cnfm appt
Just calling to make sure,cnfm appt
That's it that's all I need to know thank you,cnfm appt
Well it's just checking to make sure it's tomorrow at,cnfm appt
I know that it's not utensil,cnfm appt
I just want to confirm that to keep the appointment,cnfm appt
Service call,cnfm appt
Service call,cnfm appt
Confirm,cnfm appt
That's it I'm just confirming,cnfm appt
Need a service tech,cnfm appt
Call me right now,cnfm appt
Please confirm thank you very much,cnfm appt
Just want to confirm,cnfm appt
Just checking to see if somebody can come earlier,cnfm appt
I wanted to know if my Zelle to shiftwork,cnfm appt
Oh let me know what time they will be here,cnfm appt
C confirmation,cnfm appt
Technician supposed to be here between nine and ten and they haven't they haven't come yet,cnfm appt
I just want to confirm my appointment for Friday one nineteenth between nine a.m. and ten a.m.,cnfm appt
When is my appointment,cnfm appt
What time is the appointment,cnfm appt
I was wondering if they were still gonna Comdata weather,cnfm appt
