input,intent
You can cancel the Internet came back on,cncl appt
Yes I want to cancel the subscription,cncl appt
Yes I like to I like to cancel that appointment,cncl appt
I just don't need them to come that's all I wanted to tell you but thank you so much for everything,cncl appt
I don't need them now I don't need them now I it's working now,cncl appt
I need to cancel it hello,cncl appt
I would like to cancel please,cncl appt
Cancel working on Monday morning,cncl appt
I need to cancel if I got Internet back,cncl appt
Has been canceled,cncl appt
Yes I like to cancel that appointment,cncl appt
I'd like to I would like to cancel,cncl appt
My service is cancel my services,cncl appt
Talk to customer service to cancel the appointment,cncl appt
Yes I said my technician has arrived what do I cancel the appointment,cncl appt
Will it be canceled appointment,cncl appt
I wanna cancel till tomorrow,cncl appt
Cancel TV works,cncl appt
I don't believe you can help me please come on I don't need your help,cncl appt
No I'm not no no no no I'm not trying to cancel I'm not trying to change I'm just trying to give a different telephone number,cncl appt
Call Chris cancel cancel,cncl appt
I need to cancel the appointment the problem is fixed,cncl appt
I need to cancel need to cancel,cncl appt
How is the appointment been canceled,cncl appt
I don't think I need anymore,cncl appt
I want to cancel out my phones are working now,cncl appt
We don't need it right now I want my wife to go to the hospital,cncl appt
You may cancel the appointment because the television is working okay now,cncl appt
I B I canceled the order,cncl appt
I would like to cancel what I want to cancel it I want to cancel that appointment,cncl appt
Change it to a right to cancel a buck tomorrow bank and change it to Brian,cncl appt
I just want to cancel today,cncl appt
I want to cancel it because I got my TV working now,cncl appt
Need to cancel have no electricity,cncl appt
Hey I would like to cancel it,cncl appt
I don't need any confirmation,cncl appt
I need to cancel service please,cncl appt
No why today's was canceled,cncl appt
I need to cancel the appointment because it is now TV is now working,cncl appt
Hi can I want to cancel it,cncl appt
You can cancel service is been faxed earlier,cncl appt
I no longer need it,cncl appt
It needs to be canceled,cncl appt
What I want to cancel,cncl appt
I want to cancel one of my DVR TV set-up,cncl appt
No no don't cancel do not cancel,cncl appt
I wanna know if you would cancel or not,cncl appt
U gonna delete,cncl appt
Cancel the TV is fine now,cncl appt
We don't need him,cncl appt
Appointment cancellation,cncl appt
I want to cancel it because my telephone service has been restored,cncl appt
I need to cancel this appointment please,cncl appt
Internet already canceled so David technician needs to come back come by,cncl appt
I don't need I said it's seems to all be working,cncl appt
No I don't need help,cncl appt
Need to cancel it now,cncl appt
Do I need a cancellation number,cncl appt
I would like to cancel the appointment because problem has been resolved,cncl appt
Cancel it because I already got it fixed,cncl appt
Cancel the appointment my television is working,cncl appt
Yeah please yeah cancel the appointment,cncl appt
No probably cancel and pick them up in store,cncl appt
I am getting messages that say it's been canceled but I didn't cancel,cncl appt
The Internet is working therefore I should cancel my appointment,cncl appt
The problem has been resolved and you can cancel the appointment,cncl appt
That will work thank you and you will cancel today at three o'clock,cncl appt
I don't need to be connected,cncl appt
I want to cancel it and get a refund,cncl appt
I'd like to cancel the appointment time works now very fine,cncl appt
I has to cancel it,cncl appt
I would like to cancel that appointment my phone is working,cncl appt
Thank you canceled my original appointment and I need to see if I can still have it,cncl appt
Don't cancel it because I got the TV plan,cncl appt
Cancel appointment please cancel appointment,cncl appt
I need to cancel the appointment thank you,cncl appt
My D V came back on so I don't need the appointment,cncl appt
Thank you that's all just want to make a cancellation,cncl appt
Cancellation I'm calling to cancel that appointment no longer need,cncl appt
My cable came back on I don't need Kelso,cncl appt
Yeah I just wanna cancel that appointment for tomorrow,cncl appt
I want you to cancel that I no longer need a service call,cncl appt
Can I cancel 6 to 8,cncl appt
Did you cancel the technician,cncl appt
I want you to cancel it please,cncl appt
Need to cancel that,cncl appt
Buy I want to cancel TV,cncl appt
I like to cancel that appointment because I don't want Internet address,cncl appt
I'd like to cancel it because everything is working fine,cncl appt
Cancel be appointment,cncl appt
I don't want to come,cncl appt
Hi I I don't need help,cncl appt
Make a conscious yeah need to cancel please now my TV working,cncl appt
I need to cancel that I am not in the hospital,cncl appt
I had changed and I wanna cancel it,cncl appt
Lauren is there I'm still at work so I have to cancel,cncl appt
I need to cancel back appointment and make a new one,cncl appt
Service was canceled,cncl appt
I wanna cancel it I want to cancel my appointment,cncl appt
Nothing program delete all,cncl appt
We do not need the technician Microsoft it's working,cncl appt
Cancel my appointment I need to cancel my appointment,cncl appt
I want to cancel the appointment I want to cancel the appointment,cncl appt
I want to cancel the service,cncl appt
Cancel my order okay,cncl appt
I just need to cancel my appointment,cncl appt
I wanna cancel appointment,cncl appt
I want to cancel cancel it I don't want it,cncl appt
I need to cancel my appointment I don't have that problem anymore,cncl appt
Is the technician coming or has it been canceled,cncl appt
Oh because the appointment I I think I have to cancel it,cncl appt
I don't know what it is please can you cancel our call or do something,cncl appt
Caller I D just started working so I don't need the servicemen,cncl appt
I canceled animated for today at four o'clock,cncl appt
I need to cancel it the phone is working now,cncl appt
No no no I don't want to eleven,cncl appt
Delete candy,cncl appt
Hi canceled yesterday two different times and you guys called me twice today,cncl appt
Received a text that the service has been canceled,cncl appt
Cancel appointment internetworking,cncl appt
Want to cancel the big state already,cncl appt
I just want to cancel the appointment today,cncl appt
Ma'am I want to cancel please cancel that I got company from out of town,cncl appt
Television is okay please cancel appointment,cncl appt
Customer service yes yes I want to cancel the fuck to talk about,cncl appt
I am not canceling,cncl appt
Cancel appointment troubleshot job,cncl appt
Service is back in working again so I haven't had any issues so cancel appointment,cncl appt
I would like to cancel at,cncl appt
I don't need help with my appointments,cncl appt
I want to cancel that appointment for tomorrow morning,cncl appt
Can you cancel the service,cncl appt
Can you cancel,cncl appt
Someone called yesterday to cancel our appointment,cncl appt
My problem is I don't need technician,cncl appt
Not happy with service cancel,cncl appt
I would like to cancel a appointment please,cncl appt
Don't cancel my appointment,cncl appt
I don't need to help with the appointment can I speak to a representative please,cncl appt
I'm Coufal want to cancel it,cncl appt
Because I want to cancel it,cncl appt
I don't need another time I need a technician that was here to come upstairs,cncl appt
I want to cancel up Kathy appointment,cncl appt
I need to cancel that because it TVs back on again,cncl appt
I had to cancel that appointment I have a doctors emergency,cncl appt
Hi I wanted to cancel my appointment my TV is working just fine,cncl appt
No do that cancel my appointment now,cncl appt
Cancel appointment I texted you three hours ago to cancel,cncl appt
You can cancel it TVs working,cncl appt
We're having problems cancel intercarrier current carrier,cncl appt
Because they canceled my appointment tomorrow and I need to find out when your annuities,cncl appt
Yes that is for December and January both right cancellation that's what I want to four,cncl appt
Cancel that appointment cancel that appointment,cncl appt
I need to cancel because they expect it,cncl appt
Cancel it it's working now,cncl appt
Need to cancel this and speak to an agent,cncl appt
I called to cancel it,cncl appt
I just got an email that appointment was canceled,cncl appt
I'm I'd like to cancel an appointment I found my phone and I found what the problem is so we don't need to come out,cncl appt
Yeah yeah I want to cancel it,cncl appt
I cancel the appointment,cncl appt
I don't want an appointment,cncl appt
I'd like to cancel it my phone is working,cncl appt
I'm going to cancel just want to change it to next week 7 to 9,cncl appt
The TV went on this morning I'm all set I don't need my appointments I'm all set did you get that,cncl appt
I need to cancel account they come back on last night,cncl appt
I need to cancel the appointment the issue has been resolved,cncl appt
That's it just make sure the appointment is canceled,cncl appt
I don't I don't need a technician I need to cancel this appointment,cncl appt
Cancel department I'm Strawick,cncl appt
Cancel the appointment three option three,cncl appt
We don't need them to come,cncl appt
I was notified about appointment cancellation,cncl appt
Cancel everything is working now,cncl appt
I want to cancel an appointment I I just fixed myself,cncl appt
I need to cancel the problems been set,cncl appt
Hi I have fixed the problem and we need to cancel an appointment,cncl appt
Can we cancel the appointment,cncl appt
I don't need nothing,cncl appt
I need to cancel the appointment because everything is working fine this morning when I got up,cncl appt
What you to cancel the appointment,cncl appt
I like to cancel my phone is working now,cncl appt
I don't know canceling,cncl appt
No can you cancel the appointment,cncl appt
About appointment appointment I want to cancel an appointment,cncl appt
I do not need the appointment,cncl appt
Yes schedule but now I was postulates it TV and it's working so soon after so I want to cancel the appointment,cncl appt
Well I think I'll cancel it because my Internet is working again,cncl appt
Cancel the technician equipment is working,cncl appt
Okay if they come to call me they need to call me when another number,cncl appt
Customer service canceled appointment cancel appointment cancel appointment,cncl appt
I want to cancel pointment the picture come back,cncl appt
No I can't do it at nine thirty no cancel,cncl appt
I would like to cancel it okay,cncl appt
I need to cancel it I R R T R,cncl appt
I wonder I wonder some person that was here today it's not I don't want nobody,cncl appt
I need to cancel a appointment,cncl appt
I'm calling to cancel that night TV is working,cncl appt
Never mind cancel,cncl appt
No I don't want,cncl appt
I have canceled I have to cancel it my daughter came over and she fixed,cncl appt
I just said I'd like to cancel it,cncl appt
My phone is not working so he does not need to come out,cncl appt
You can't cancel it because my phone works now,cncl appt
No thanks I want to be sure they have put minutes cancel,cncl appt
I did not cancel a security code Tyco,cncl appt
I would like to cancel indefinitely,cncl appt
I wish to cancel right now,cncl appt
I need to cancel the appointment issues been resolved,cncl appt
Please cancel that appointment for tomorrow,cncl appt
The TV has come back on and it's working fine so I want to cancel the appointment,cncl appt
I'd like to cancel because my,cncl appt
I need to cancel the telephone line,cncl appt
You can cancel it I do not need it thank you very much,cncl appt
I'm just cancel,cncl appt
Okay appointment has been canceled,cncl appt
Cancel apartment,cncl appt
I would like to cancel the appointment please,cncl appt
That's all I don't need anything else,cncl appt
I guess I need to cancel the appointment,cncl appt
Need to cancel appointment tomorrow,cncl appt
It is my appointment canceled,cncl appt
I want to pay I want to cancel,cncl appt
I don't want to cancel I want to get technical support someone to talk to,cncl appt
I like to cancel the appointment because the problems been resolved,cncl appt
No I don't believe so I just need to cancel the appointment,cncl appt
I do not need it,cncl appt
Cancel we have no power,cncl appt
I wanna cancel it I don't need it no more,cncl appt
I just received a text saying that the appointment was canceled,cncl appt
Hey I wanna cancel it,cncl appt
Cancel that appointment I have appointment tomorrow at ten eleven,cncl appt
Calling to cancel appointment,cncl appt
No cancel change time day tomorrow,cncl appt
Person Travi I don't know I want that one,cncl appt
Problems resulting need to cancel the appointment,cncl appt
I need to cancel it my cable is working now,cncl appt
I need to cancel I need to change contact number,cncl appt
Just cancel my appointment just cancel my appointment,cncl appt
No I don't need you,cncl appt
Hello I don't need appointment TV started working,cncl appt
I want to cancel the appointment and the service,cncl appt
Hey sisters closet might be a cancellation,cncl appt
Stop the service cancel it,cncl appt
I need to cancel my technician coming out,cncl appt
Well I would like to cancel it and I am,cncl appt
I need to call to,cncl appt
I need to I'm canceling cancel,cncl appt
I would like to cancel it my phone's working now,cncl appt
I don't want the appointment I want to cancel the appointment I did not make an appointment I do not want a technician to come to my house,cncl appt
They told me they canceled their appointment,cncl appt
No my appointment is canceled thank you,cncl appt
I would like to cancel the appointment because I don't want spectrum anymore,cncl appt
I want to cancel that appointment let me talk to somebody,cncl appt
I got the TV working I would like to cancel the appointment,cncl appt
Need to cancel but I need to I need to cancel that my my phone is working okay now,cncl appt
Problem has been fixed and their appointment can be canceled,cncl appt
Like to I would like to cancel that appointment,cncl appt
I need to cancel it because the Internet came back up,cncl appt
I don't need it I got the TV go on myself,cncl appt
I want to cancel let me speak to someone,cncl appt
Hi I would like to cancel back and sixty TV,cncl appt
I would like to I would like to cancel an appointment for Tuesday,cncl appt
My TV is working now and I'm gonna cancel it for today hopefully it won't go out again,cncl appt
Like to cancel their appointment,cncl appt
I need to cancel 5 to 8,cncl appt
I was told it was going to be today between eight thirty and we canceled appointments to be here,cncl appt
I don't know if I need one or not,cncl appt
I want to Kalsey is working okay now I want to cancel the appointment,cncl appt
Cancel that cancel appointment,cncl appt
Wanna cancel that,cncl appt
I got a notice that point and it's been canceled,cncl appt
Okay I need to cancel that appointment I think I got it,cncl appt
I need to cancel that it is now working,cncl appt
No I just want to call to cancel my appointment my phone is working fine,cncl appt
I want to cancel Mam I want to cancel it microphone is working fine,cncl appt
No I'll call back I just need to cancel,cncl appt
I would like to cancel that we got the TV cable box fixed,cncl appt
I need to cancel an appointment I think I got this fixed,cncl appt
Cancel confirm an appointment appointment,cncl appt
I want to cancel the appointment cancel the service,cncl appt
I'm going I'm going to go to hospital and I have cancel,cncl appt
I need them to call before they come,cncl appt
I want to cancel I like to cancel,cncl appt
My phone is working I need to cancel,cncl appt
Yes I'm canceling the appointment for tomorrow between two and three o'clock,cncl appt
We need to cancel please,cncl appt
Now just cancel that appointment cable working,cncl appt
Cancel shit,cncl appt
I would like to cancel it it seems the TV went back to normal,cncl appt
I want to cancel this machine is working now,cncl appt
Nobody cancel appointment,cncl appt
Could I cancel that,cncl appt
No please cancel,cncl appt
The phone's working now so I don't need the appointment,cncl appt
No just cancel the appointment thank you very much,cncl appt
My account was canceled I want to renew my permit,cncl appt
Could you cancel that appointment,cncl appt
I don't like to cancel that appointment,cncl appt
Hi it's no longer needed we got it fixed,cncl appt
Can you cancel that appointment for me,cncl appt
I want to cancel it because I got it fixed,cncl appt
I don't need no help with my appointment,cncl appt
Delete Tuesday,cncl appt
I need to call I don't want to cancel the appointment,cncl appt
I guess I need to speak with someone I need to cancel it okay,cncl appt
Cancel appointment tomorrow,cncl appt
I wish to cancel the pictures come on by magic,cncl appt
She's going to be euro signs S I don't need anything else,cncl appt
I need to cancel because the problem is already been fixed by then another spectrum technician,cncl appt
Hey baby everything is anyone going to call me they're being cancel,cncl appt
Wanted to cancel,cncl appt
Cancel appointment cable is not working,cncl appt
I want my phone is working now so I'm gonna cancel that appointment I'm speaking to you now,cncl appt
Cancel the phone is working,cncl appt
Ma'am I want to cancel but I need to cancel that,cncl appt
I don't need him a call now it's working good,cncl appt
I have an appointment and they canceled my appointment I want to know why did they canceled it,cncl appt
Are you going to cancel work,cncl appt
I do not need him to come,cncl appt
I'm sending you can cancel that appointment,cncl appt
Hello I'm canceling it it's working now,cncl appt
I need to cancel the apartment,cncl appt
Cancel an appointment please,cncl appt
Want to cancel if the TV is working again,cncl appt
No I'm waiting for someone to cancel my,cncl appt
I want to cancel until tomorrow,cncl appt
I wanted to cancel my appointment,cncl appt
Well I'm going to cancel it for today,cncl appt
I need to cancel the appointment we got the TV we find out what was wrong we got it to work,cncl appt
Oh I don't need it anymore,cncl appt
I'm calling I want to cancel my JVs back on,cncl appt
I need to call you back when when they will be here,cncl appt
